start: 2022-09-09 09:25:46
n - Package - success  - n1 - n2
715 - payments-to-welfare-frameworks - True - 7 - 7
716 - pdo - True - 1 - 1
717 - penetration - True - 1 - 1
718 - pensia-net - True - 3 - 3
719 - permitemissionforzovar - True - 1 - 1
720 - permitholders - True - 1 - 1
721 - permit-pharm - True - 5 - 5
722 - personal_import_vehicles - True - 14 - 10
723 - personnel-welfare-authorities - True - 53 - 10
724 - pharmacy - True - 2 - 2
725 - picture-gallery-eng - True - 5 - 5
726 - pinkas - True - 1 - 1
727 - pinkashakablanim - True - 1 - 1
728 - planresearchers - True - 1 - 1
729 - plants-garden - True - 3 - 3
730 - pm-10 - True - 14 - 10
731 - pm2-5 - True - 141 - 10
732 - police_boundaries - True - 5 - 5
733 - police_receptions - True - 5 - 5
734 - pollute-diesel-vehicles - True - 7 - 7
735 - population-and-recipients-of-benefits-under-settlement-2010 - True - 529 - 10
736 - population_and_recipients_of_benefits_under_settlement_2011 - True - 531 - 10
737 - population-and-recipients-of-benefits-under-settlement-2012 - True - 531 - 10
738 - populations - True - 14 - 10
739 - pr2018 - True - 60 - 10
740 - prep - True - 1 - 1
741 - press - True - 1 - 1
742 - price_controlled_consumer_products - True - 5 - 5
743 - principal-investigator-posts - True - 4 - 4
744 - private-and-commercial-vehicles - True - 87 - 10
745 - private-covid-test - True - 4 - 4
746 - producercode - True - 1 - 1
747 - production - True - 2 - 2
748 - professionallibrary - True - 1 - 1
749 - protectedhouseslist - True - 1 - 1
750 - prvbuildingquirement - True - 1 - 1
751 - psychiatric-hospitals-emergency-health-unit - True - 46 - 10
752 - publicbuildings - True - 1 - 1
753 - public-inquiry-officials-in-communications-companies - True - 34 - 10
754 - pumpingfacility - True - 1 - 1
755 - qgt - True - 1 - 1
756 - qly - True - 1 - 1
757 - qual_per_hydro_station - True - 10 - 10
758 - questions - True - 3 - 3
759 - rabies-occurrence - True - 1 - 1
760 - radon - True - 3 - 3
761 - radon-lab-practitioners - True - 7 - 7
762 - radon-practitioners - True - 3 - 3
763 - rail_flow_2040 - True - 13 - 10
764 - rail_freq_2018 - True - 66 - 10
765 - rail_freq_2019 - True - 62 - 10
766 - rail_freq_2020 - True - 65 - 10
767 - rail_freq_2023 - True - 12 - 10
768 - rail_freq_2040 - True - 12 - 10
769 - rail_stat_onoff_month - True - 51 - 10
770 - rail_strategic - True - 10 - 10
771 - rail_strat_station - True - 20 - 10
772 - rashuty - True - 1 - 1
773 - raw-material-deposits - True - 2 - 2
774 - recall - True - 2 - 2
775 - rechev_le_pail_with_degem - True - 8 - 8
776 - rechev_le_pail_without-degem - True - 7 - 7
777 - rechev-tag-nachim - True - 6 - 6
778 - recruitment - True - 1 - 1
779 - recyclingfacilitiesmaaleadumim - True - 1 - 1
780 - reg-green-countries-he - True - 43 - 10
781 - registered_veterinary_vaccines - True - 5 - 5
782 - report-assignment-streets-regions - True - 9 - 9
783 - researches - True - 2 - 2
784 - researchinstitute - True - 1 - 1
785 - reservoirs - True - 3 - 3
786 - reshev_bitul_sofi - True - 1 - 1
787 - residents_in_israel_by_communities_and_age_groups - True - 264 - 10
788 - returning-residents-2006-2015 - True - 125 - 10
789 - rishayon_srifat_gazam - True - 1 - 1
790 - river-permits - True - 6 - 6
791 - rivers - True - 2 - 2
792 - rmg - True - 1 - 1
793 - rml - True - 1 - 1
794 - rng - True - 1 - 1
795 - roadauthority - True - 1 - 1
796 - roads - True - 1 - 1
797 - roundabout - True - 1 - 1
798 - rpn - True - 1 - 1
799 - rsh - True - 1 - 1
800 - runoff_recharge_prioritization_areas - True - 6 - 6
801 - rvm - True - 1 - 1
802 - safetyorderslist - True - 1 - 1
803 - saharbneiadam - True - 1 - 1
804 - satisfaction-hosp-general2014 - True - 30 - 10
805 - satisfaction-hosp-general2016 - True - 71 - 10
806 - satisfaction-hosp-psychiatry-2015 - True - 119 - 10
807 - satisfaction-hosp-psychiatry-2017 - True - 50 - 10
808 - satisfaction-malrad-2015 - True - 119 - 10
809 - savingsplaninterest - True - 1 - 1
810 - school - True - 7 - 7
811 - schools - True - 7 - 7
812 - schoolsmaaleadumim - True - 1 - 1
813 - sdb - True - 1 - 1
814 - sdm - True - 1 - 1
815 - segula - True - 1 - 1
816 - sekerhashpaotcorona - True - 1 - 1
817 - senior_card - True - 1 - 1
818 - serologiclabs - True - 1 - 1
819 - serviceindex - True - 1 - 1
820 - setl-mid-point - True - 3 - 3
821 - settlement-2019 - True - 57 - 10
822 - sewage_donor - True - 2 - 2
823 - sewage_owners - True - 2 - 2
824 - sfirot - True - 2 - 2
825 - sfirot_tnua_2019 - True - 54 - 10
826 - shamaiim - True - 1 - 1
827 - shamaim - True - 2 - 2
828 - shamaim_rechev - True - 7 - 7
829 - shape - True - 4 - 4
830 - sharaiim_kadim - True - 2 - 2
831 - sharaim - True - 1 - 1
832 - sheetkshape - True - 1 - 1
833 - sheltersmaaleadumim - True - 1 - 1
834 - sherut-mivhan-lanoar - True - 1 - 1
835 - shf - True - 1 - 1
836 - shikumshchunot - True - 1 - 1
837 - shinui_mivne - True - 1 - 1
838 - shk - True - 1 - 1
839 - shkifut-2015 - True - 127 - 10
840 - shkifut-budget-boarding-2016 - True - 69 - 10
841 - shkifut-budget-cluster-2016 - True - 68 - 10
842 - shkifut-budget-cluster-kindergarten-2016 - True - 69 - 10
843 - shkifut-budget-highschool-2016 - True - 68 - 10
844 - shkifut-budget-kindergarten-2016 - True - 69 - 10
845 - shkifut-budget-legal-2016 - True - 70 - 10
846 - shkifut-budget-local-2016 - True - 71 - 10
847 - shkifut-budget-middleschool-2016 - True - 68 - 10
848 - shkifut-budget-school-2016 - True - 72 - 10
849 - shkifut-budget-sector-2016 - True - 68 - 10
850 - shkifut-budget-supervision-2016 - True - 69 - 10
851 - shopping-cart - True - 1 - 1
852 - simaneymisahr - True - 1 - 1
853 - simcha-2017 - True - 46 - 10
854 - siua_kaspi_2017 - True - 46 - 10
855 - siyua - True - 1 - 1
856 - socharim - True - 1 - 1
857 - social-departments - True - 79 - 10
858 - social-workers-registration - True - 54 - 10
859 - society-and-welfare-journal - True - 82 - 10
860 - soil_groups - True - 3 - 3
861 - special-education-kindergartensmaaleadumim - True - 26 - 10
862 - special_populations - True - 15 - 10
863 - species - True - 1 - 1
864 - spring_quality - True - 7 - 7
865 - springs - True - 2 - 2
866 - staj - True - 1 - 1
867 - stat2017 - True - 53 - 10
868 - stat2018 - True - 65 - 10
869 - stateengagementwithlawyers - True - 1 - 1
870 - statistical-area-2008 - True - 15 - 10
871 - statisticsassigningperformance - True - 1 - 1
872 - statisticsjobsperformance - True - 1 - 1
873 - stat_n-hoods_table-br7 - True - 35 - 10
874 - statreport2016-eca - True - 67 - 10
875 - stats_rish - True - 8 - 8
876 - strat_border - True - 4 - 4
877 - stream-monitoring - True - 3 - 3
878 - streams - True - 2 - 2
879 - street-namesmaaleadumim - True - 3 - 3
880 - studyapplications - True - 1 - 1
881 - subgushallshape - True - 1 - 1
882 - sulfur-oxides - True - 2 - 2
883 - supervisionfiles - True - 1 - 1
884 - support - True - 2 - 2
885 - surveyers - True - 7 - 7
886 - svivaniturmifal - True - 1 - 1
887 - svt - True - 1 - 1
888 - synagogues - True - 1 - 1
889 - tabbar - True - 1 - 1
890 - tables - True - 2 - 2
891 - tabu_asset - True - 1 - 1
892 - talmudiccollege - True - 1 - 1
893 - tashlumim_2018 - True - 58 - 10
894 - tashlumim_hozrim_2018 - True - 58 - 10
895 - tatal - True - 1 - 1
896 - tavlat-simlei-averot - True - 1 - 1
897 - taz_jer_pop_type - True - 8 - 8
898 - taz_mot_rate_2040 - True - 32 - 10
899 - taz_north_popdens_2016 - True - 65 - 10
900 - taz_ta_popdens_2017 - True - 53 - 10
901 - tenders - True - 1 - 1
902 - teunot_2017 - True - 48 - 10
903 - teunot2019 - True - 56 - 10
904 - tichnun-pituah - True - 2 - 2
905 - tikufim-2021 - True - 36 - 10
906 - tikufim_station_2022 - True - 35 - 10
907 - tipathlav - True - 1 - 1
908 - tly - True - 1 - 1
909 - tlzgizanut - True - 1 - 1
910 - tma - True - 8 - 8
911 - tma_23 - True - 11 - 10
912 - tma_23a4_dipo - True - 46 - 10
913 - tma_23a4_lines - True - 51 - 10
914 - tma_3 - True - 141 - 10
915 - tma_3_plans - True - 144 - 10
916 - tma_3_points - True - 141 - 10
917 - tma_42 - True - 8 - 8
918 - tmm - True - 1 - 1
919 - tmt - True - 1 - 1
920 - tochniyot - True - 1 - 1
921 - tour-operator - True - 2 - 2
922 - tovin - True - 1 - 1
923 - tqar - True - 1 - 1
924 - tqen - True - 1 - 1
925 - tqes - True - 1 - 1
926 - tqfr - True - 1 - 1
927 - tqhe - True - 1 - 1
928 - tq_he_a3 - True - 180 - 10
929 - tqru - True - 1 - 1
930 - trademarks_nice - True - 1 - 1
931 - traffic_authority - True - 53 - 10
932 - traffic-counts - True - 6 - 6
933 - traffic_light_junction - True - 4 - 4
934 - trainerarchitecture - True - 1 - 1
935 - trainercivilengineering - True - 1 - 1
936 - training-courses - True - 5 - 5
937 - train_safety - True - 5 - 5
938 - train_station - True - 12 - 10
939 - train_trip - True - 5 - 5
940 - transfer_bank - True - 33 - 10
941 - travelwarnings - True - 1 - 1
942 - treated_waste_cons - True - 4 - 4
943 - tripscelular_1819 - True - 1 - 1
944 - truck_survey_2017 - True - 52 - 10
945 - ttl_transport - True - 141 - 10
946 - tunnels - True - 1 - 1
947 - tvr - True - 1 - 1
948 - ufh - True - 1 - 1
949 - undergroundcarparksmaaleadumim - True - 1 - 1
950 - universities - True - 2 - 2
951 - vaadatezvonot - True - 1 - 1
952 - vaccines-abroad-price-list - True - 19 - 10
953 - vaccine-yard-birds - True - 3 - 3
954 - valkachshap - True - 1 - 1
955 - vatikim - True - 2 - 2
956 - vatmal - True - 1 - 1
957 - vat-refund-stores - True - 1 - 1
958 - vehicle_counts - True - 9 - 9
959 - vehicles_filters_reduce_emissions - True - 8 - 8
960 - veterinary_chambers - True - 3 - 3
961 - veterinary_chemical_preparations - True - 4 - 4
962 - vod - True - 1 - 1
963 - vor - True - 1 - 1
964 - vote - True - 3 - 3
965 - votes-knesset - True - 10 - 10
966 - votingboxes - True - 1 - 1
967 - voting-polls - True - 3 - 3
968 - wages-and-labor-income-by-locality - True - 99 - 10
969 - wages-and-labor-income-by-locality2013 - True - 117 - 10
970 - waste-information-system - True - 9 - 9
971 - water-and-food-fabs-lists - True - 131 - 10
972 - water-efficient-plants - True - 45 - 10
973 - water_factory - True - 44 - 10
974 - wide-approval - True - 6 - 6
975 - workplan - True - 1 - 1
976 - world-environmental-days - True - 94 - 10
977 - wplan_muni - True - 10 - 10
978 - www-dat-gov-il - True - 236 - 10
979 - xplan - True - 2 - 2
980 - xplan_services - True - 30 - 10
981 - yehidot - True - 1 - 1
982 - yerusha - True - 1 - 1
983 - yeshuv_by_station - True - 18 - 10
984 - yhl - True - 1 - 1
985 - yrh - True - 1 - 1
986 - yrs - True - 1 - 1
987 - ytv - True - 1 - 1
988 - zakaut-hatkana - True - 2 - 2
989 - zfr - True - 1 - 1
990 - zft - True - 1 - 1
991 - ziptst - True - 1 - 1
992 - zlm - True - 1 - 1
end: 2022-09-09 09:25:46
