n|rsc|name|tag|tagId
293|brt_line|ministry_of_transport|אוטובוסים מהירים|--
293|brt_line|ministry_of_transport|ממג|--
293|brt_line|ministry_of_transport|תחבורה מהירה|--
297|budget2020|mof|שינויים בתקציב|--
297|budget2020|mof|תקציב|--
297|budget2020|mof|תקציב וביצוע|--
298|budget-changes-2014|mof|שינויים תקציביים|--
299|budget-changes-2015|mof|שינויים תקציביים|--
300|budget-changes-2016|mof|שינויים תקציביים|--
301|buildingsites|labor|אתרי בנייה פעילים|--
302|bureaus-of-health|ministry-health|בריאות|--
302|bureaus-of-health|ministry-health|בריאות ורווחה|--
302|bureaus-of-health|ministry-health|לשכות בריאות|--
302|bureaus-of-health|ministry-health|משרד הבריאות|--
303|bus_fleet|ministry_of_transport|אוטובוסים|--
303|bus_fleet|ministry_of_transport|משרד התחבורה|--
303|bus_fleet|ministry_of_transport|תחבורה ציבורית|--
304|businessreq|firefightingcommission|בעלי עסקים|--
304|businessreq|firefightingcommission|הסוכנות לעסקים קטנים|--
304|businessreq|firefightingcommission|כבאות והצלה|--
304|businessreq|firefightingcommission|עסקים|--
304|businessreq|firefightingcommission|עסקים קטנים|--
304|businessreq|firefightingcommission|רישוי|--
305|bus_rishui_bitzua_2021|ministry_of_transport|אוטובוסים|--
305|bus_rishui_bitzua_2021|ministry_of_transport|משרד התחבורה|--
305|bus_rishui_bitzua_2021|ministry_of_transport|תחבורה|--
305|bus_rishui_bitzua_2021|ministry_of_transport|תחבורה ציבורית|--
307|bus_stops|ministry_of_transport|אוטובוסים|--
307|bus_stops|ministry_of_transport|משרד התחבורה|--
307|bus_stops|ministry_of_transport|תחבורה|--
307|bus_stops|ministry_of_transport|תחבורה ציבורית|--
308|busterminal|ministry_of_transport|GIS|--
308|busterminal|ministry_of_transport|אוטובוסים|--
308|busterminal|ministry_of_transport|חצב|--
308|busterminal|ministry_of_transport|ממג|--
308|busterminal|ministry_of_transport|מסוף|--
308|busterminal|ministry_of_transport|מסופים|--
308|busterminal|ministry_of_transport|תחבורה ציבורית|--
309|bus_terminal_fcl|ministry_of_transport|GIS|--
309|bus_terminal_fcl|ministry_of_transport|אוטובוסים|--
309|bus_terminal_fcl|ministry_of_transport|חצב|--
309|bus_terminal_fcl|ministry_of_transport|מסופים|--
309|bus_terminal_fcl|ministry_of_transport|משרד התחבורה|--
310|bus_terminal_strat|ministry_of_transport|GIS|--
310|bus_terminal_strat|ministry_of_transport|אוטובוסים|--
310|bus_terminal_strat|ministry_of_transport|חצב|--
310|bus_terminal_strat|ministry_of_transport|ממג|--
310|bus_terminal_strat|ministry_of_transport|מסופי אוטובוסים|--
310|bus_terminal_strat|ministry_of_transport|מסופים|--
310|bus_terminal_strat|ministry_of_transport|תכנית אב|--
311|calculatorforentrepreneur|moital|איזורי תעשייה|--
311|calculatorforentrepreneur|moital|יזם|--
311|calculatorforentrepreneur|moital|כלכלה|--
312|callkorekitotvatikim|socialequality|המשרד|--
312|callkorekitotvatikim|socialequality|ותיקים|--
312|callkorekitotvatikim|socialequality|חברתי|--
312|callkorekitotvatikim|socialequality|כיתות|--
312|callkorekitotvatikim|socialequality|לשוויון|--
312|callkorekitotvatikim|socialequality|קול קורא|--
313|callkoreyoung|socialequality|המשרד|--
313|callkoreyoung|socialequality|המשרד לשוויון חברתי|--
313|callkoreyoung|socialequality|הצעירים|--
313|callkoreyoung|socialequality|חברתי|--
313|callkoreyoung|socialequality|לשוויון|--
313|callkoreyoung|socialequality|מעורבות חברתית|--
313|callkoreyoung|socialequality|קול|--
313|callkoreyoung|socialequality|קול קורא|--
313|callkoreyoung|socialequality|קורא|--
313|callkoreyoung|socialequality|רשויות|--
313|callkoreyoung|socialequality|רשות|--
313|callkoreyoung|socialequality|רשות הצעירים|--
313|callkoreyoung|socialequality|תקצוב|--
314|cannabis_certified_physicians|ministry-health|קנאביס|--
314|cannabis_certified_physicians|ministry-health|קנאביס רפואי|--
314|cannabis_certified_physicians|ministry-health|קנביס|--
314|cannabis_certified_physicians|ministry-health|קנביס רפואי|--
314|cannabis_certified_physicians|ministry-health|רישיון לקנביס|--
315|cannabis_licensed_workers|ministry-health|קנאביס רפואי|--
315|cannabis_licensed_workers|ministry-health|קנביס רפואי|--
315|cannabis_licensed_workers|ministry-health|רישיון עיסוק בקנביס|--
316|cannabis_pharmacies|ministry-health|קנאביס רפואי|--
316|cannabis_pharmacies|ministry-health|קנביס רפואי|--
317|carbon-monoxide|ministry_of_the_environment|זיהום אוויר|--
317|carbon-monoxide|ministry_of_the_environment|מחצבות|--
317|carbon-monoxide|ministry_of_the_environment|סביבה|--
317|carbon-monoxide|ministry_of_the_environment|פליטות|--
317|carbon-monoxide|ministry_of_the_environment|תעשיה|--
318|car-insurance|mof|ביטוח רכב|--
318|car-insurance|mof|עובדי מדינה|--
318|car-insurance|mof|תעריפי ביטוח רכב|--
319|cell_subbasin|water_authority|אגן|--
319|cell_subbasin|water_authority|מים|--
319|cell_subbasin|water_authority|רשות המים|--
319|cell_subbasin|water_authority|תא דיווח הידרולוגי|--
319|cell_subbasin|water_authority|תת אגן|--
320|cemeteries|israel_mapping_center|אוכלוסיה|--
320|cemeteries|israel_mapping_center|המרכז למיפוי ישראל|--
321|central-database-of-cbs|lamas|אוכלוסיה|--
321|central-database-of-cbs|lamas|נתוני הלמס|--
322|certificate-list-of-line-equipment|tikshoret|יבוא ציוד|--
322|certificate-list-of-line-equipment|tikshoret|מכס|--
322|certificate-list-of-line-equipment|tikshoret|משרד התקשורת|--
322|certificate-list-of-line-equipment|tikshoret|ציוד קווי|--
322|certificate-list-of-line-equipment|tikshoret|ציוד קצה|--
323|cf-output|ministry_of_the_environment|CHIMERE|--
323|cf-output|ministry_of_the_environment|איכות אוויר|--
323|cf-output|ministry_of_the_environment|מודל|--
323|cf-output|ministry_of_the_environment|מזהמי אוויר|--
323|cf-output|ministry_of_the_environment|סביבה|--
323|cf-output|ministry_of_the_environment|תחזית|--
324|chiller|energy_and_water|אנרגיה ומים|--
324|chiller|energy_and_water|שימור אנרגיה|--
325|chiyuvim|ministry_of_justice|משרד המשפטים|--
332|citiesandsettelments|population_authority|אוכלוסיה|--
332|citiesandsettelments|population_authority|ישובים בישראל|--
333|cleanasbestos|ministry_of_the_environment|אסבסט|--
333|cleanasbestos|ministry_of_the_environment|פינוי אסבסט|--
334|cleanliness|ministry_of_the_environment|הגנת הסביבה|--
334|cleanliness|ministry_of_the_environment|נקיון|--
335|coast-sensitivity|ministry_of_the_environment|דלק|--
335|coast-sensitivity|ministry_of_the_environment|זיהום|--
335|coast-sensitivity|ministry_of_the_environment|חופים|--
335|coast-sensitivity|ministry_of_the_environment|סביבה|--
335|coast-sensitivity|ministry_of_the_environment|רגישות|--
336|companiespersonscleansing20200|ministry_of_justice|משפטים|--
336|companiespersonscleansing20200|ministry_of_justice|רשם החברות|--
337|cong_tax_rings|ministry_of_transport|gis|--
337|cong_tax_rings|ministry_of_transport|חצב|--
337|cong_tax_rings|ministry_of_transport|משרד התחבורה|--
337|cong_tax_rings|ministry_of_transport|סל גודש|--
338|construction_equipment|ministry_of_transport|כלי רכב|--
338|construction_equipment|ministry_of_transport|משרד התחבורה|--
338|construction_equipment|ministry_of_transport|רכב|--
338|construction_equipment|ministry_of_transport|תחבורה|--
339|contaminated_land_tlv|ministry_of_the_environment|זיהום|--
339|contaminated_land_tlv|ministry_of_the_environment|סביבה|--
340|contaminatedterrains|ministry_of_the_environment|הגנת הסביבה|--
340|contaminatedterrains|ministry_of_the_environment|קרקע|--
341|continuing_education|ministry_of_justice|השתלמויות|--
341|continuing_education|ministry_of_justice|משרד המשפטים|--
342|coordinates|ministry_of_education|חינוך|--
342|coordinates|ministry_of_education|חינוך ותרבות|--
342|coordinates|ministry_of_education|מיקום מוסדות|--
343|cord-blood-banks|ministry-health|בנקי דם טבורי|--
343|cord-blood-banks|ministry-health|בריאות|--
343|cord-blood-banks|ministry-health|בריאות ורווחה|--
343|cord-blood-banks|ministry-health|דם טבורי|--
343|cord-blood-banks|ministry-health|הריון ולידה|--
343|cord-blood-banks|ministry-health|משרד הבריאות|--
345|corpus|cio|hebrew|--
345|corpus|cio|nlp|--
345|corpus|cio|עברית|--
345|corpus|cio|קורפוס|--
345|corpus|cio|שפה|--
347|countries|population_authority|אוכלוסיה|--
347|countries|population_authority|ארצות|--
347|countries|population_authority|ארצות מוכרות|--
347|countries|population_authority|מדינות|--
348|court_specialists|ministry_of_social_affairs|בית משפט|--
348|court_specialists|ministry_of_social_affairs|בריאות ורווחה|--
348|court_specialists|ministry_of_social_affairs|גירושין|--
348|court_specialists|ministry_of_social_affairs|משרד הרווחה|--
349|covid-19|ministry-health|covid19|--
349|covid-19|ministry-health|משרד הבריאות|--
349|covid-19|ministry-health|קורונה|--
350|cpalist|ministry_of_justice|משרד המשפטים|--
350|cpalist|ministry_of_justice|רואי החשבון|--
350|cpalist|ministry_of_justice|רואי חשבון|--
350|cpalist|ministry_of_justice|רואי חשבון פעילים|--
351|cpc|ministry_of_justice|משרד המשפטים|--
351|cpc|ministry_of_justice|סיווגי CPC|--
352|crime_records_data|israel-police|משטרה|--
352|crime_records_data|israel-police|משטרת ישראל|--
352|crime_records_data|israel-police|פלילי|--
352|crime_records_data|israel-police|פשיעה|--
352|crime_records_data|israel-police|תחנות|--
353|cvfr|ministry_of_transport|CVFR|--
353|cvfr|ministry_of_transport|GIS|--
353|cvfr|ministry_of_transport|חצב|--
353|cvfr|ministry_of_transport|ממג|--
353|cvfr|ministry_of_transport|נתיבי טיסה|--
353|cvfr|ministry_of_transport|תעופה אזרחית|--
354|cybermarketplace|israel_national_cyber_directorate|סייבר|--
356|database-of-plant-pests-in-israel|ministry_of_agriculture|מזיקים|--
356|database-of-plant-pests-in-israel|ministry_of_agriculture|מחלות צמחים|--
356|database-of-plant-pests-in-israel|ministry_of_agriculture|נגעים|--
357|datasetlist|cio|אוכלוסיה|--
357|datasetlist|cio|אוצר וכלכלה|--
357|datasetlist|cio|אנרגיה ומים|--
357|datasetlist|cio|בריאות ורווחה|--
357|datasetlist|cio|דיור|--
357|datasetlist|cio|חינוך ותרבות|--
357|datasetlist|cio|משפט|--
357|datasetlist|cio|סביבה|--
357|datasetlist|cio|תחבורה|--
357|datasetlist|cio|תיירות|--
358|dat-gov-il|religion-office|דת|--
358|dat-gov-il|religion-office|הדלקת נרות|--
358|dat-gov-il|religion-office|חג|--
358|dat-gov-il|religion-office|שבת|--
359|decision260|cio|החלטות ממשלה|--
360|degem-rechev-wltp|ministry_of_transport|כלי רכב|--
360|degem-rechev-wltp|ministry_of_transport|משרד התחבורה|--
360|degem-rechev-wltp|ministry_of_transport|רכב|--
360|degem-rechev-wltp|ministry_of_transport|תחבורה|--
361|depo_lrt_metro|ministry_of_transport|GIS|--
361|depo_lrt_metro|ministry_of_transport|דיפו|--
361|depo_lrt_metro|ministry_of_transport|חצב|--
361|depo_lrt_metro|ministry_of_transport|מטרו|--
361|depo_lrt_metro|ministry_of_transport|ממג|--
361|depo_lrt_metro|ministry_of_transport|רכבת קלה|--
361|depo_lrt_metro|ministry_of_transport|רקל|--
362|desalination|water_authority|desalination|--
362|desalination|water_authority|water|--
362|desalination|water_authority|התפלה|--
362|desalination|water_authority|מים|--
362|desalination|water_authority|רשות המים|--
363|designs|ministry_of_justice|מדגמים|--
363|designs|ministry_of_justice|משרד המשפטים|--
363|designs|ministry_of_justice|עיצובים|--
364|digumi_arubut|ministry_of_the_environment|זיהום אוויר מארובות|--
366|distance|israel_mapping_center|מרחק בין יישובים|--
366|distance|israel_mapping_center|צמתים|--
367|diurtziburi|ministry_of_housing|בינוי|--
367|diurtziburi|ministry_of_housing|דיור ציבורי|--
367|diurtziburi|ministry_of_housing|דירה פנויה|--
367|diurtziburi|ministry_of_housing|חדרים|--
367|diurtziburi|ministry_of_housing|מלאי|--
367|diurtziburi|ministry_of_housing|משרד הבינוי והשיכון|--
367|diurtziburi|ministry_of_housing|קומות|--
367|diurtziburi|ministry_of_housing|ראוי למגורים|--
367|diurtziburi|ministry_of_housing|שיכון|--
369|domestic_pesticides|ministry_of_the_environment|בטיחות הדברה|--
369|domestic_pesticides|ministry_of_the_environment|הגנת הסביבה|--
369|domestic_pesticides|ministry_of_the_environment|חומרי הדברה|--
370|driving_license_ranks|ministry_of_transport|משרד התחבורה|--
370|driving_license_ranks|ministry_of_transport|נהיגה|--
370|driving_license_ranks|ministry_of_transport|תחבורה|--
371|driving_shcool|ministry_of_transport|משרד התחבורה|--
371|driving_shcool|ministry_of_transport|נהיגה|--
371|driving_shcool|ministry_of_transport|תחבורה|--
372|drugs-rehab|ministry-health|אשפוזיות|--
372|drugs-rehab|ministry-health|אשפוזית|--
372|drugs-rehab|ministry-health|גמילה מאלכוהול|--
372|drugs-rehab|ministry-health|גמילה מסמים|--
372|drugs-rehab|ministry-health|מוסד גמילה|--
373|druzim|ministry_of_justice|בתי הדין הדרוזים|--
373|druzim|ministry_of_justice|חוזי נישואין|--
373|druzim|ministry_of_justice|משרד המשפטים|--
373|druzim|ministry_of_justice|תיקים|--
374|druzim_kadim|ministry_of_justice|דרוזים|--
374|druzim_kadim|ministry_of_justice|משרד המשפטים|--
374|druzim_kadim|ministry_of_justice|קאדים|--
374|druzim_kadim|ministry_of_justice|רשמי נישואין|--
375|ecological-mapping-for-mosquito-controle|ministry_of_the_environment|אקולוגיה|--
375|ecological-mapping-for-mosquito-controle|ministry_of_the_environment|הדברה|--
375|ecological-mapping-for-mosquito-controle|ministry_of_the_environment|יתושים|--
375|ecological-mapping-for-mosquito-controle|ministry_of_the_environment|נחלים|--
375|ecological-mapping-for-mosquito-controle|ministry_of_the_environment|סביבה|--
376|e-data-gov-il|israel_mapping_center|גוש שומה|--
376|e-data-gov-il|israel_mapping_center|המרכז למיפוי ישראל|--
376|e-data-gov-il|israel_mapping_center|שכבה|--
377|e-data-gov-il-dataset-yeshuvmoatzadata|ies|אבטלה|--
377|e-data-gov-il-dataset-yeshuvmoatzadata|ies|אוכלוסיה|--
377|e-data-gov-il-dataset-yeshuvmoatzadata|ies|אוצר וכלכלה|--
377|e-data-gov-il-dataset-yeshuvmoatzadata|ies|אקדמאים|--
377|e-data-gov-il-dataset-yeshuvmoatzadata|ies|גברים|--
377|e-data-gov-il-dataset-yeshuvmoatzadata|ies|דורשי עבודה|--
377|e-data-gov-il-dataset-yeshuvmoatzadata|ies|הבטחת הכנסה|--
377|e-data-gov-il-dataset-yeshuvmoatzadata|ies|מועצות אזוריות|--
377|e-data-gov-il-dataset-yeshuvmoatzadata|ies|מחוז|--
377|e-data-gov-il-dataset-yeshuvmoatzadata|ies|נשים|--
381|emergencywatertanks|maaleedumim|חירום|--
381|emergencywatertanks|maaleedumim|מחסור|--
381|emergencywatertanks|maaleedumim|מים|--
381|emergencywatertanks|maaleedumim|שריפה|--
382|employeetravel|ministry_of_justice|משרד המשפטים|--
382|employeetravel|ministry_of_justice|נסיעות|--
383|employment|ministry_of_transport|GIS|--
383|employment|ministry_of_transport|חצב|--
383|employment|ministry_of_transport|משרד התחבורה|--
383|employment|ministry_of_transport|שותפים לדרך|--
384|e-new-data-gov-il|israel_mapping_center|המרכז למיפוי ישראל|--
384|e-new-data-gov-il|israel_mapping_center|חלקות|--
384|e-new-data-gov-il|israel_mapping_center|שכבה|--
385|environmental_impact_index|ministry_of_the_environment|מדד ההשפעה ההסביבתית|--
387|ethiopianrab|religion-office|העדה האתיופית|--
387|ethiopianrab|religion-office|קייסים|--
387|ethiopianrab|religion-office|רבנים|--
388|eventsdistrict|firefightingcommission|אירועים|--
388|eventsdistrict|firefightingcommission|חילוץ|--
388|eventsdistrict|firefightingcommission|כבאות|--
388|eventsdistrict|firefightingcommission|שריפה|--
389|excellenceframework-2016|ministry_of_education|חינוך|--
389|excellenceframework-2016|ministry_of_education|תמונה_חינוכית|--
390|excellenceframework-district-2016|ministry_of_education|חינוך|--
390|excellenceframework-district-2016|ministry_of_education|מחוז|--
390|excellenceframework-district-2016|ministry_of_education|תמונה_חינוכית|--
391|excellenceframework-loacal-2016|ministry_of_education|חינוך|--
391|excellenceframework-loacal-2016|ministry_of_education|רשויות_מקומיות|--
391|excellenceframework-loacal-2016|ministry_of_education|תמונה_חינוכית|--
392|excellenceframework-school-2016|ministry_of_education|חינוך|--
392|excellenceframework-school-2016|ministry_of_education|מוסדות_חינוך|--
392|excellenceframework-school-2016|ministry_of_education|תמונה_חינוכית|--
393|excellenceframework-service-2016|ministry_of_education|חינוך|--
393|excellenceframework-service-2016|ministry_of_education|רשויות_מקומיות|--
393|excellenceframework-service-2016|ministry_of_education|תמונה_חינוכית|--
394|exemptions|governmentprocurementadministration|החשב הכללי|--
394|exemptions|governmentprocurementadministration|מינהל הרכש|--
394|exemptions|governmentprocurementadministration|מכרז|--
394|exemptions|governmentprocurementadministration|מכרזים|--
394|exemptions|governmentprocurementadministration|מרכבה|--
394|exemptions|governmentprocurementadministration|רכש|--
394|exemptions|governmentprocurementadministration|שינויים בתקציב|--
397|ezvonot2018|ministry_of_justice|משרד המשפטים|--
397|ezvonot2018|ministry_of_justice|עזבונות לטובת המדינה|--
398|factory|ministry_of_the_environment|איכות הסביבה|--
398|factory|ministry_of_the_environment|מפעלים|--
398|factory|ministry_of_the_environment|סביבה|--
398|factory|ministry_of_the_environment|תעשייה|--
399|fast_lane_gate|ministry_of_transport|GIS|--
399|fast_lane_gate|ministry_of_transport|חצב|--
399|fast_lane_gate|ministry_of_transport|ממג|--
399|fast_lane_gate|ministry_of_transport|נתיב מהיר|--
399|fast_lane_gate|ministry_of_transport|שערים|--
400|fast_lanes|ministry_of_transport|GIS|--
400|fast_lanes|ministry_of_transport|דרכים|--
400|fast_lanes|ministry_of_transport|ממג|--
400|fast_lanes|ministry_of_transport|נתיב מהיר|--
400|fast_lanes|ministry_of_transport|תשתית העדפה|--
403|fcs-manufacturer|ministry-health|יצרני מזון|--
403|fcs-manufacturer|ministry-health|עסקי מזון|--
403|fcs-manufacturer|ministry-health|רישיון יצרן|--
405|fieldschools|israel_mapping_center|המרכז למיפוי ישראל|--
407|fireant|ministry_of_the_environment|הגנת הסביבה|--
407|fireant|ministry_of_the_environment|המשרד להגנת הסביבה|--
407|fireant|ministry_of_the_environment|מזיקים|--
408|firefightingfees|firefightingcommission|אגרה|--
408|firefightingfees|firefightingcommission|כבאות והצלה|--
408|firefightingfees|firefightingcommission|כלכלה|--
409|firs-name|population_authority|שמות|--
409|firs-name|population_authority|שמות פרטיים|--
410|flydata|airport_authority|טיסות|--
411|foreignntz|ministry_of_exterior|משרד החוץ|--
411|foreignntz|ministry_of_exterior|נציגויות זרות|--
411|foreignntz|ministry_of_exterior|קונסוליות|--
412|freedom-of-info|ministry_of_the_environment|איכות אוויר|--
412|freedom-of-info|ministry_of_the_environment|דיגומים|--
412|freedom-of-info|ministry_of_the_environment|פליטות והעברות לסביבה|--
412|freedom-of-info|ministry_of_the_environment|קרינה|--
412|freedom-of-info|ministry_of_the_environment|ריח|--
412|freedom-of-info|ministry_of_the_environment|שפכים|--
414|fuelstationbynumber|energy_and_water|אנרגיה ומים|--
414|fuelstationbynumber|energy_and_water|תחבורה|--
414|fuelstationbynumber|energy_and_water|תחנות דלק|--
415|garbagecontainers|maaleedumim|איכות הסביבה|--
415|garbagecontainers|maaleedumim|אשפה|--
415|garbagecontainers|maaleedumim|זבל|--
415|garbagecontainers|maaleedumim|מיחזור|--
415|garbagecontainers|maaleedumim|פינוי|--
417|gemelnet|cma|אוצר וכלכלה|--
417|gemelnet|cma|גופים מוסדיים|--
417|gemelnet|cma|גמל|--
417|gemelnet|cma|דיווח חודשי|--
417|gemelnet|cma|דמי ניהול|--
417|gemelnet|cma|יתרת נכסים|--
417|gemelnet|cma|מדד|--
417|gemelnet|cma|רשות שוק ההון|--
417|gemelnet|cma|תשואה|--
418|geographic-and-national-land-based-numbering-range|tikshoret|מספור שירותי טלפוניה|--
418|geographic-and-national-land-based-numbering-range|tikshoret|משרד התקשורת|--
419|gis|ministry_of_agriculture|gis|--
419|gis|ministry_of_agriculture|בריכות|--
419|gis|ministry_of_agriculture|גאוגרפי|--
419|gis|ministry_of_agriculture|דגים|--
419|gis|ministry_of_agriculture|חקלאות|--
419|gis|ministry_of_agriculture|חקלאות צמחית|--
419|gis|ministry_of_agriculture|חקלאים|--
419|gis|ministry_of_agriculture|מדגה|--
419|gis|ministry_of_agriculture|מחוזות|--
419|gis|ministry_of_agriculture|מטאורולוגי|--
419|gis|ministry_of_agriculture|מים|--
419|gis|ministry_of_agriculture|מפות|--
419|gis|ministry_of_agriculture|מרעה|--
419|gis|ministry_of_agriculture|פיתוח הכפר|--
419|gis|ministry_of_agriculture|קרקע|--
419|gis|ministry_of_agriculture|שטחי גידול|--
419|gis|ministry_of_agriculture|שכבות|--
419|gis|ministry_of_agriculture|תכנון|--
420|gis-_|ministry_of_housing|GIS|--
420|gis-_|ministry_of_housing|דירה בהנחה|--
420|gis-_|ministry_of_housing|התחדשות עירונית|--
420|gis-_|ministry_of_housing|מחיר למשתכן|--
420|gis-_|ministry_of_housing|שיקום שכונות|--
420|gis-_|ministry_of_housing|שכבה|--
420|gis-_|ministry_of_housing|שכבות|--
421|gizanut|ministry_of_justice|ממונים משרדיים למניעת גזענות|--
422|govdecisions2016|pmo|אוכלוסיה|--
422|govdecisions2016|pmo|אוצר וכלכלה|--
422|govdecisions2016|pmo|אנרגיה ומים|--
422|govdecisions2016|pmo|ביצוע|--
422|govdecisions2016|pmo|בקרה|--
422|govdecisions2016|pmo|בריאות ורווחה|--
422|govdecisions2016|pmo|דוחות ביקורת|--
422|govdecisions2016|pmo|דיווח|--
422|govdecisions2016|pmo|דיור|--
422|govdecisions2016|pmo|החלטות ממשלה|--
422|govdecisions2016|pmo|חינוך ותרבות|--
422|govdecisions2016|pmo|מעקב|--
422|govdecisions2016|pmo|משפט|--
422|govdecisions2016|pmo|סביבה|--
422|govdecisions2016|pmo|שקיפות|--
422|govdecisions2016|pmo|תחבורה|--
422|govdecisions2016|pmo|תיירות|--
424|greenbuildings|ministry_of_the_environment|אנרגיה|--
424|greenbuildings|ministry_of_the_environment|בנייה ירוקה|--
424|greenbuildings|ministry_of_the_environment|הגנת הסביבה|--
424|greenbuildings|ministry_of_the_environment|סביבה|--
424|greenbuildings|ministry_of_the_environment|שטחים בנויים|--
425|greenkd|ministry_of_the_environment|גני ילדים|--
425|greenkd|ministry_of_the_environment|חינוך|--
425|greenkd|ministry_of_the_environment|סביבה|--
426|greenschools|ministry_of_the_environment|הגנת הסביבה|--
426|greenschools|ministry_of_the_environment|מוסדות חינוך|--
426|greenschools|ministry_of_the_environment|עיר ירוקה|--
427|gsa|mof|חברות ממשלתיות|--
428|hafradat-psolet|ministry_of_the_environment|סביבה|--
430|hagbalat_recall|ministry_of_transport|כלי רכב|--
430|hagbalat_recall|ministry_of_transport|משרד התחבורה|--
430|hagbalat_recall|ministry_of_transport|רכב|--
430|hagbalat_recall|ministry_of_transport|תחבורה|--
431|hakirot|ministry_of_justice|רשימת משרד חקירות|--
432|halicim_bateydin|ministry_of_justice|הליכי בתי הדין|--
432|halicim_bateydin|ministry_of_justice|משרד המשפטים|--
432|halicim_bateydin|ministry_of_justice|סמני מסחר|--
432|halicim_bateydin|ministry_of_justice|פטנטים|--
433|hasmachottoveim|ministry_of_justice|הסמכות תובעים|--
433|hasmachottoveim|ministry_of_justice|הסמכת תובעים|--
433|hasmachottoveim|ministry_of_justice|משרד המשפטים|--
433|hasmachottoveim|ministry_of_justice|תובעים|--
434|hativot-nof|ministry_of_the_environment|בעלי חיים|--
434|hativot-nof|ministry_of_the_environment|הגנת הסביבה|--
434|hativot-nof|ministry_of_the_environment|מורשת|--
434|hativot-nof|ministry_of_the_environment|נוף|--
434|hativot-nof|ministry_of_the_environment|סביבה|--
434|hativot-nof|ministry_of_the_environment|צמחיה|--
434|hativot-nof|ministry_of_the_environment|רגישות|--
434|hativot-nof|ministry_of_the_environment|שטחים פתוחים|--
435|hatkana_nekudat_igun|ministry_of_transport|כלי רכב|--
435|hatkana_nekudat_igun|ministry_of_transport|משרד התחבורה|--
435|hatkana_nekudat_igun|ministry_of_transport|רכב|--
435|hatkana_nekudat_igun|ministry_of_transport|תחבורה|--
437|heavy-truck|ministry_of_transport|כלי רכב|--
437|heavy-truck|ministry_of_transport|משרד התחבורה|--
437|heavy-truck|ministry_of_transport|רכב|--
437|heavy-truck|ministry_of_transport|תחבורה|--
439|hekdeshot|ministry_of_justice|הקדש|--
439|hekdeshot|ministry_of_justice|הקדש ציבורי|--
439|hekdeshot|ministry_of_justice|הקדשות|--
439|hekdeshot|ministry_of_justice|הקדשות ציבוריים|--
439|hekdeshot|ministry_of_justice|משרד המשפטים|--
440|helipad|ministry_of_transport|gis|--
440|helipad|ministry_of_transport|בתי חולים|--
440|helipad|ministry_of_transport|חצב|--
440|helipad|ministry_of_transport|מנחתים|--
441|highwayparkinglots|israel_mapping_center|המרכז למיפוי ישראל|--
442|hitkadmuthabnia|ministry_of_housing|שיווק ובניה|--
443|hiv|ministry-health|איידס|--
443|hiv|ministry-health|בריאות|--
443|hiv|ministry-health|בריאות ורווחה|--
443|hiv|ministry-health|משרד הבריאות|--
446|hmo-companies|social_security|בריאות ורווחה|--
446|hmo-companies|social_security|קופת חולים|--
447|hmo_companies2014|social_security|בריאות ורווחה|--
447|hmo_companies2014|social_security|קופת חולים|--
448|hmomaaleadumim|maaleedumim|בריאות|--
448|hmomaaleadumim|maaleedumim|קופות חולים|--
448|hmomaaleadumim|maaleedumim|רופאים|--
448|hmomaaleadumim|maaleedumim|רפואה|--
448|hmomaaleadumim|maaleedumim|תרופות|--
450|hofesh|ministry_of_justice|חופש המידע|--
450|hofesh|ministry_of_justice|משרד המשפטים|--
451|hofesh_hameida|ministry_of_justice|משרד המשפטים|--
451|hofesh_hameida|ministry_of_justice|תלונות חופש המידע|--
452|hof-naki|ministry_of_the_environment|סביבה|--
453|hokrim|ministry_of_justice|חוקרים|--
454|holidaysinisrael|ministry_of_tourism|משרד התיירות|--
454|holidaysinisrael|ministry_of_tourism|תיירות|--
455|honoraryconsuls|ministry_of_exterior|משרד החוץ|--
455|honoraryconsuls|ministry_of_exterior|קונסול כבוד|--
457|hotels_ranking|ministry_of_tourism|משרד התיירות|--
461|housingunits-planning-inventory|the_israel_lands_administration|דיור|--
461|housingunits-planning-inventory|the_israel_lands_administration|רשות מקרקעי ישראל|--
462|hoze_zhut|ministry_of_transport|GIS|--
462|hoze_zhut|ministry_of_transport|דרך|--
462|hoze_zhut|ministry_of_transport|זכות|--
462|hoze_zhut|ministry_of_transport|חוצה ישראל|--
462|hoze_zhut|ministry_of_transport|כביש|--
462|hoze_zhut|ministry_of_transport|ממג|--
466|http-dat-gov-il-forms-data-shabat-5777-xls|religion-office|הדלת נרות|--
466|http-dat-gov-il-forms-data-shabat-5777-xls|religion-office|חיונך ותרבות|--
466|http-dat-gov-il-forms-data-shabat-5777-xls|religion-office|שבת|--
467|http-dat-gov-il-forms-data-shabat-5778-xls|religion-office|דת|--
467|http-dat-gov-il-forms-data-shabat-5778-xls|religion-office|הדלקת נרות|--
467|http-dat-gov-il-forms-data-shabat-5778-xls|religion-office|חינוך ותרבות|--
467|http-dat-gov-il-forms-data-shabat-5778-xls|religion-office|שבת|--
468|https-data-gov-il-organization-ministry-of-immigrant-absorption|ministry_of_immigrant_absorption|מוסדות לימוד|--
468|https-data-gov-il-organization-ministry-of-immigrant-absorption|ministry_of_immigrant_absorption|סטודנט|--
468|https-data-gov-il-organization-ministry-of-immigrant-absorption|ministry_of_immigrant_absorption|סטודנטים|--
