n|rsc|org|tag|tagId
252|audit-cities|interior_affairs|דוחות ביקורת|--
252|audit-cities|interior_affairs|עיריות|--
252|audit-cities|interior_affairs|רשויות מקומיות|--
253|autism-schools|ministry-health|אוטיזם|--
253|autism-schools|ministry-health|בריאות הנפש|--
253|autism-schools|ministry-health|חינוך מיוחד|--
253|autism-schools|ministry-health|מסגרות לימוד|--
254|automated-devices|bank_israel|אוטומטים|--
254|automated-devices|bank_israel|אוכלוסיה|--
254|automated-devices|bank_israel|בנק ישראל|--
254|automated-devices|bank_israel|מכשירים|--
255|average-salary|social_security|אוצר וכלכלה|--
255|average-salary|social_security|משק|--
255|average-salary|social_security|שכר|--
256|avian-influenza-events|ministry_of_agriculture|שפעת העופות|--
257|ayalontrafficcounts|ministry_of_transport|נתיבי איילון|--
257|ayalontrafficcounts|ministry_of_transport|ספירות תנועה|--
258|azakamaaleadumim|maaleedumim|אזעקה|--
258|azakamaaleadumim|maaleedumim|ביטחון|--
258|azakamaaleadumim|maaleedumim|חירום|--
259|bakashot_cpc|ministry_of_justice|בקשות פטנטים|--
259|bakashot_cpc|ministry_of_justice|משרד המשפטים|--
260|bakashot_ipc|ministry_of_justice|משפטים|--
261|bakashot_patents|ministry_of_justice|משרד המשפטים|--
263|basic_domes|water_authority|water|--
263|basic_domes|water_authority|כמות מוכרת|--
263|basic_domes|water_authority|מים|--
263|basic_domes|water_authority|ספקי מים|--
263|basic_domes|water_authority|רשות המים|--
264|basin|water_authority|basin|--
264|basin|water_authority|water|--
264|basin|water_authority|אגן|--
264|basin|water_authority|מים|--
264|basin|water_authority|רשות המים|--
265|batei-esek|ministry_of_transport|משרד התחבורה|--
265|batei-esek|ministry_of_transport|רכב|--
265|batei-esek|ministry_of_transport|תחבורה|--
266|beach|interior_affairs|אוכלוסיה|--
266|beach|interior_affairs|חופים|--
266|beach|interior_affairs|ים|--
266|beach|interior_affairs|סוג חוף|--
266|beach|interior_affairs|תחנת הצלה|--
267|beer-sheva-municipality-budget-7|beer-sheva|עירייה|--
268|beneficiary_recipients|water_authority|water|--
268|beneficiary_recipients|water_authority|מים|--
268|beneficiary_recipients|water_authority|ספק|--
268|beneficiary_recipients|water_authority|ספקי מים|--
268|beneficiary_recipients|water_authority|רשות המים|--
274|bike_mahirlair|ministry_of_transport|GIS|--
274|bike_mahirlair|ministry_of_transport|אופניים|--
274|bike_mahirlair|ministry_of_transport|חצב|--
274|bike_mahirlair|ministry_of_transport|מהיר לעיר|--
274|bike_mahirlair|ministry_of_transport|ממג|--
276|bike_net_tlv|ministry_of_transport|GIS|--
276|bike_net_tlv|ministry_of_transport|אופניים|--
276|bike_net_tlv|ministry_of_transport|חצב|--
276|bike_net_tlv|ministry_of_transport|משרד התחבורה|--
276|bike_net_tlv|ministry_of_transport|רכיבה|--
277|bilateral-communications-agreements|tikshoret|הסכמי תקשורת בילטרליים|--
277|bilateral-communications-agreements|tikshoret|משרד התקשורת|--
277|bilateral-communications-agreements|tikshoret|קשרי חוץ|--
280|bor_depth|water_authority|borehole|--
280|bor_depth|water_authority|water|--
280|bor_depth|water_authority|מים|--
280|bor_depth|water_authority|קידוח|--
280|bor_depth|water_authority|רשות המים|--
281|borehole_level|water_authority|borehole|--
281|borehole_level|water_authority|level|--
281|borehole_level|water_authority|water|--
281|borehole_level|water_authority|מים|--
281|borehole_level|water_authority|מפלס|--
281|borehole_level|water_authority|קידוח|--
281|borehole_level|water_authority|רשות המים|--
282|borehole_quality_history|water_authority|borehole|--
282|borehole_quality_history|water_authority|water|--
282|borehole_quality_history|water_authority|water quality|--
282|borehole_quality_history|water_authority|איכות מים|--
282|borehole_quality_history|water_authority|מים|--
282|borehole_quality_history|water_authority|קידוח|--
282|borehole_quality_history|water_authority|רשות המים|--
283|borehole_refpoint|water_authority|borehole|--
283|borehole_refpoint|water_authority|water|--
283|borehole_refpoint|water_authority|מים|--
283|borehole_refpoint|water_authority|קידוח|--
283|borehole_refpoint|water_authority|רשות המים|--
284|boreholes|water_authority|borehole|--
284|boreholes|water_authority|water|--
284|boreholes|water_authority|מים|--
284|boreholes|water_authority|קידוח|--
284|boreholes|water_authority|רשות המים|--
285|borehole_wq_params|water_authority|borehole|--
285|borehole_wq_params|water_authority|water|--
285|borehole_wq_params|water_authority|water quality|--
285|borehole_wq_params|water_authority|איכות מים|--
285|borehole_wq_params|water_authority|מים|--
285|borehole_wq_params|water_authority|קידוח|--
285|borehole_wq_params|water_authority|רשות המים|--
286|bor_perfor|water_authority|borehole|--
286|bor_perfor|water_authority|perforation|--
286|bor_perfor|water_authority|water|--
286|bor_perfor|water_authority|מים|--
286|bor_perfor|water_authority|קידוח|--
286|bor_perfor|water_authority|רשות המים|--
289|branches|bank_israel|אוצר וכלכלה|--
290|britzugiyut|ministry_of_justice|ברית הזוגיות|--
290|britzugiyut|ministry_of_justice|משרד המשפטים|--
290|britzugiyut|ministry_of_justice|רשם הזוגיות|--
291|brt_line|ministry_of_transport|BRT|--
291|brt_line|ministry_of_transport|GIS|--
291|brt_line|ministry_of_transport|אוטובוס|--
291|brt_line|ministry_of_transport|אוטובוסים מהירים|--
291|brt_line|ministry_of_transport|ממג|--
291|brt_line|ministry_of_transport|תחבורה מהירה|--
300|buildingsites|labor|אתרי בנייה פעילים|--
303|bus_fleet|ministry_of_transport|אוטובוסים|--
303|bus_fleet|ministry_of_transport|משרד התחבורה|--
303|bus_fleet|ministry_of_transport|תחבורה ציבורית|--
306|businessreq|firefightingcommission|בעלי עסקים|--
306|businessreq|firefightingcommission|הסוכנות לעסקים קטנים|--
306|businessreq|firefightingcommission|כבאות והצלה|--
306|businessreq|firefightingcommission|עסקים|--
306|businessreq|firefightingcommission|עסקים קטנים|--
306|businessreq|firefightingcommission|רישוי|--
309|bus_stops|ministry_of_transport|אוטובוסים|--
309|bus_stops|ministry_of_transport|משרד התחבורה|--
309|bus_stops|ministry_of_transport|תחבורה|--
309|bus_stops|ministry_of_transport|תחבורה ציבורית|--
310|busterminal|ministry_of_transport|GIS|--
310|busterminal|ministry_of_transport|אוטובוסים|--
310|busterminal|ministry_of_transport|חצב|--
310|busterminal|ministry_of_transport|ממג|--
310|busterminal|ministry_of_transport|מסוף|--
310|busterminal|ministry_of_transport|מסופים|--
310|busterminal|ministry_of_transport|תחבורה ציבורית|--
311|bus_terminal_fcl|ministry_of_transport|GIS|--
311|bus_terminal_fcl|ministry_of_transport|אוטובוסים|--
311|bus_terminal_fcl|ministry_of_transport|חצב|--
311|bus_terminal_fcl|ministry_of_transport|מסופים|--
311|bus_terminal_fcl|ministry_of_transport|משרד התחבורה|--
312|bus_terminal_strat|ministry_of_transport|GIS|--
312|bus_terminal_strat|ministry_of_transport|אוטובוסים|--
312|bus_terminal_strat|ministry_of_transport|חצב|--
312|bus_terminal_strat|ministry_of_transport|ממג|--
312|bus_terminal_strat|ministry_of_transport|מסופי אוטובוסים|--
312|bus_terminal_strat|ministry_of_transport|מסופים|--
312|bus_terminal_strat|ministry_of_transport|תכנית אב|--
313|calculatorforentrepreneur|moital|איזורי תעשייה|--
313|calculatorforentrepreneur|moital|יזם|--
313|calculatorforentrepreneur|moital|כלכלה|--
314|callkorekitotvatikim|socialequality|המשרד|--
314|callkorekitotvatikim|socialequality|ותיקים|--
314|callkorekitotvatikim|socialequality|חברתי|--
314|callkorekitotvatikim|socialequality|כיתות|--
314|callkorekitotvatikim|socialequality|לשוויון|--
314|callkorekitotvatikim|socialequality|קול קורא|--
315|callkoreyoung|socialequality|המשרד|--
315|callkoreyoung|socialequality|המשרד לשוויון חברתי|--
315|callkoreyoung|socialequality|הצעירים|--
315|callkoreyoung|socialequality|חברתי|--
315|callkoreyoung|socialequality|לשוויון|--
315|callkoreyoung|socialequality|מעורבות חברתית|--
315|callkoreyoung|socialequality|קול|--
315|callkoreyoung|socialequality|קול קורא|--
315|callkoreyoung|socialequality|קורא|--
315|callkoreyoung|socialequality|רשויות|--
315|callkoreyoung|socialequality|רשות|--
315|callkoreyoung|socialequality|רשות הצעירים|--
315|callkoreyoung|socialequality|תקצוב|--
317|cannabis_certified_physicians|ministry-health|קנאביס|--
317|cannabis_certified_physicians|ministry-health|קנאביס רפואי|--
317|cannabis_certified_physicians|ministry-health|קנביס|--
317|cannabis_certified_physicians|ministry-health|קנביס רפואי|--
317|cannabis_certified_physicians|ministry-health|רישיון לקנביס|--
318|cannabis_licensed_workers|ministry-health|קנאביס רפואי|--
318|cannabis_licensed_workers|ministry-health|קנביס רפואי|--
318|cannabis_licensed_workers|ministry-health|רישיון עיסוק בקנביס|--
319|cannabis_pharmacies|ministry-health|קנאביס רפואי|--
319|cannabis_pharmacies|ministry-health|קנביס רפואי|--
320|carbon-monoxide|ministry_of_the_environment|זיהום אוויר|--
320|carbon-monoxide|ministry_of_the_environment|מחצבות|--
320|carbon-monoxide|ministry_of_the_environment|סביבה|--
320|carbon-monoxide|ministry_of_the_environment|פליטות|--
320|carbon-monoxide|ministry_of_the_environment|תעשיה|--
321|car-insurance|mof|ביטוח רכב|--
321|car-insurance|mof|עובדי מדינה|--
321|car-insurance|mof|תעריפי ביטוח רכב|--
322|cell_subbasin|water_authority|water|--
322|cell_subbasin|water_authority|אגן|--
322|cell_subbasin|water_authority|מים|--
322|cell_subbasin|water_authority|רשות המים|--
322|cell_subbasin|water_authority|תא דיווח הידרולוגי|--
322|cell_subbasin|water_authority|תת אגן|--
323|cemeteries|israel_mapping_center|אוכלוסיה|--
323|cemeteries|israel_mapping_center|המרכז למיפוי ישראל|--
326|cf-output|ministry_of_the_environment|CHIMERE|--
326|cf-output|ministry_of_the_environment|איכות אוויר|--
326|cf-output|ministry_of_the_environment|מודל|--
326|cf-output|ministry_of_the_environment|מזהמי אוויר|--
326|cf-output|ministry_of_the_environment|סביבה|--
326|cf-output|ministry_of_the_environment|תחזית|--
327|chiller|energy_and_water|אנרגיה ומים|--
327|chiller|energy_and_water|שימור אנרגיה|--
328|chiyuvim|ministry_of_justice|משרד המשפטים|--
335|citiesandsettelments|population_authority|אוכלוסיה|--
335|citiesandsettelments|population_authority|ישובים בישראל|--
336|city_lishka|population_authority|דרכון|--
337|city-plans-br7|beer-sheva|תכנון עיר וגיאוגרפיה|--
338|cleanasbestos|ministry_of_the_environment|אסבסט|--
338|cleanasbestos|ministry_of_the_environment|פינוי אסבסט|--
339|cleanliness|ministry_of_the_environment|הגנת הסביבה|--
339|cleanliness|ministry_of_the_environment|נקיון|--
340|closed-construction-sites|labor|אתרי בנייה|--
340|closed-construction-sites|labor|אתרי בנייה שנסגרו|--
340|closed-construction-sites|labor|משרד העבודה|--
341|coast-sensitivity|ministry_of_the_environment|דלק|--
341|coast-sensitivity|ministry_of_the_environment|זיהום|--
341|coast-sensitivity|ministry_of_the_environment|חופים|--
341|coast-sensitivity|ministry_of_the_environment|סביבה|--
341|coast-sensitivity|ministry_of_the_environment|רגישות|--
343|companiespersonscleansing20200|ministry_of_justice|משפטים|--
343|companiespersonscleansing20200|ministry_of_justice|רשם החברות|--
344|cong_tax_rings|ministry_of_transport|gis|--
344|cong_tax_rings|ministry_of_transport|חצב|--
344|cong_tax_rings|ministry_of_transport|משרד התחבורה|--
344|cong_tax_rings|ministry_of_transport|סל גודש|--
345|construction_equipment|ministry_of_transport|כלי רכב|--
345|construction_equipment|ministry_of_transport|משרד התחבורה|--
345|construction_equipment|ministry_of_transport|רכב|--
345|construction_equipment|ministry_of_transport|תחבורה|--
346|contaminated_land_tlv|ministry_of_the_environment|זיהום|--
346|contaminated_land_tlv|ministry_of_the_environment|סביבה|--
347|contaminatedterrains|ministry_of_the_environment|הגנת הסביבה|--
347|contaminatedterrains|ministry_of_the_environment|קרקע|--
348|continuing_education|ministry_of_justice|השתלמויות|--
348|continuing_education|ministry_of_justice|משרד המשפטים|--
350|coordinates|ministry_of_education|חינוך|--
350|coordinates|ministry_of_education|חינוך ותרבות|--
350|coordinates|ministry_of_education|מיקום מוסדות|--
353|corpus|cio|hebrew|--
353|corpus|cio|nlp|--
353|corpus|cio|עברית|--
353|corpus|cio|קורפוס|--
353|corpus|cio|שפה|--
355|countries|population_authority|אוכלוסיה|--
355|countries|population_authority|ארצות|--
355|countries|population_authority|ארצות מוכרות|--
355|countries|population_authority|מדינות|--
356|court_specialists|ministry_of_social_affairs|בית משפט|--
356|court_specialists|ministry_of_social_affairs|בריאות ורווחה|--
356|court_specialists|ministry_of_social_affairs|גירושין|--
356|court_specialists|ministry_of_social_affairs|משרד הרווחה|--
357|covid-19|ministry-health|covid19|--
357|covid-19|ministry-health|משרד הבריאות|--
357|covid-19|ministry-health|קורונה|--
358|cpalist|ministry_of_justice|משרד המשפטים|--
358|cpalist|ministry_of_justice|רואי החשבון|--
358|cpalist|ministry_of_justice|רואי חשבון|--
358|cpalist|ministry_of_justice|רואי חשבון פעילים|--
359|cpc|ministry_of_justice|משרד המשפטים|--
359|cpc|ministry_of_justice|סיווגי CPC|--
361|cvfr|ministry_of_transport|CVFR|--
361|cvfr|ministry_of_transport|GIS|--
361|cvfr|ministry_of_transport|חצב|--
361|cvfr|ministry_of_transport|ממג|--
361|cvfr|ministry_of_transport|נתיבי טיסה|--
361|cvfr|ministry_of_transport|תעופה אזרחית|--
362|cybermarketplace|israel_national_cyber_directorate|סייבר|--
364|database-of-plant-pests-in-israel|ministry_of_agriculture|מזיקים|--
364|database-of-plant-pests-in-israel|ministry_of_agriculture|מחלות צמחים|--
364|database-of-plant-pests-in-israel|ministry_of_agriculture|נגעים|--
365|datasetlist|cio|אוכלוסיה|--
365|datasetlist|cio|אוצר וכלכלה|--
365|datasetlist|cio|אנרגיה ומים|--
365|datasetlist|cio|בריאות ורווחה|--
365|datasetlist|cio|דיור|--
365|datasetlist|cio|חינוך ותרבות|--
365|datasetlist|cio|משפט|--
365|datasetlist|cio|סביבה|--
365|datasetlist|cio|תחבורה|--
365|datasetlist|cio|תיירות|--
367|daycares-br7|beer-sheva|חינוך|--
368|decision260|cio|החלטות ממשלה|--
369|defi|beer-sheva|בריאות ורפואה|--
370|degem-rechev-wltp|ministry_of_transport|כלי רכב|--
370|degem-rechev-wltp|ministry_of_transport|משרד התחבורה|--
370|degem-rechev-wltp|ministry_of_transport|רכב|--
370|degem-rechev-wltp|ministry_of_transport|תחבורה|--
372|demographics-br7|beer-sheva|אוכלוסייה ודמוגרפיה|--
373|depo_lrt_metro|ministry_of_transport|GIS|--
373|depo_lrt_metro|ministry_of_transport|דיפו|--
373|depo_lrt_metro|ministry_of_transport|חצב|--
373|depo_lrt_metro|ministry_of_transport|מטרו|--
373|depo_lrt_metro|ministry_of_transport|ממג|--
373|depo_lrt_metro|ministry_of_transport|רכבת קלה|--
373|depo_lrt_metro|ministry_of_transport|רקל|--
374|desalination|water_authority|desalination|--
374|desalination|water_authority|water|--
374|desalination|water_authority|התפלה|--
374|desalination|water_authority|מים|--
374|desalination|water_authority|רשות המים|--
375|designs|ministry_of_justice|מדגמים|--
375|designs|ministry_of_justice|משרד המשפטים|--
375|designs|ministry_of_justice|עיצובים|--
376|digumi_arubut|ministry_of_the_environment|זיהום אוויר מארובות|--
378|distance|israel_mapping_center|מרחק בין יישובים|--
378|distance|israel_mapping_center|צמתים|--
379|diurtziburi|ministry_of_housing|בינוי|--
379|diurtziburi|ministry_of_housing|דיור ציבורי|--
379|diurtziburi|ministry_of_housing|דירה פנויה|--
379|diurtziburi|ministry_of_housing|חדרים|--
379|diurtziburi|ministry_of_housing|מלאי|--
379|diurtziburi|ministry_of_housing|משרד הבינוי והשיכון|--
379|diurtziburi|ministry_of_housing|קומות|--
379|diurtziburi|ministry_of_housing|ראוי למגורים|--
379|diurtziburi|ministry_of_housing|שיכון|--
381|dog-gardens-br7|beer-sheva|פנאי רווחה וספורט|--
382|domestic_pesticides|ministry_of_the_environment|בטיחות הדברה|--
382|domestic_pesticides|ministry_of_the_environment|הגנת הסביבה|--
382|domestic_pesticides|ministry_of_the_environment|חומרי הדברה|--
384|driving_shcool|ministry_of_transport|משרד התחבורה|--
384|driving_shcool|ministry_of_transport|נהיגה|--
384|driving_shcool|ministry_of_transport|תחבורה|--
385|drugs-rehab|ministry-health|אשפוזיות|--
385|drugs-rehab|ministry-health|אשפוזית|--
385|drugs-rehab|ministry-health|גמילה מאלכוהול|--
385|drugs-rehab|ministry-health|גמילה מסמים|--
385|drugs-rehab|ministry-health|מוסד גמילה|--
386|druzim|ministry_of_justice|בתי הדין הדרוזים|--
386|druzim|ministry_of_justice|חוזי נישואין|--
386|druzim|ministry_of_justice|משרד המשפטים|--
386|druzim|ministry_of_justice|תיקים|--
387|druzim_kadim|ministry_of_justice|דרוזים|--
387|druzim_kadim|ministry_of_justice|משרד המשפטים|--
387|druzim_kadim|ministry_of_justice|קאדים|--
387|druzim_kadim|ministry_of_justice|רשמי נישואין|--
388|dynamic_wl_cl|water_authority|water|--
388|dynamic_wl_cl|water_authority|הידרוגיאולוגיה|--
388|dynamic_wl_cl|water_authority|מי תהום|--
388|dynamic_wl_cl|water_authority|מים|--
388|dynamic_wl_cl|water_authority|מליחות|--
388|dynamic_wl_cl|water_authority|מפלס|--
388|dynamic_wl_cl|water_authority|רשות המים|--
388|dynamic_wl_cl|water_authority|תת הקרקע|--
397|emergencywatertanks|maaleedumim|חירום|--
397|emergencywatertanks|maaleedumim|מחסור|--
397|emergencywatertanks|maaleedumim|מים|--
397|emergencywatertanks|maaleedumim|שריפה|--
398|employeetravel|ministry_of_justice|משרד המשפטים|--
398|employeetravel|ministry_of_justice|נסיעות|--
399|employment|ministry_of_transport|GIS|--
399|employment|ministry_of_transport|חצב|--
399|employment|ministry_of_transport|משרד התחבורה|--
399|employment|ministry_of_transport|שותפים לדרך|--
401|environmental_impact_index|ministry_of_the_environment|מדד ההשפעה ההסביבתית|--
403|ethiopianrab|religion-office|העדה האתיופית|--
403|ethiopianrab|religion-office|קייסים|--
403|ethiopianrab|religion-office|רבנים|--
404|eventsdistrict|firefightingcommission|אירועים|--
404|eventsdistrict|firefightingcommission|חילוץ|--
404|eventsdistrict|firefightingcommission|כבאות|--
404|eventsdistrict|firefightingcommission|שריפה|--
410|exemptions|governmentprocurementadministration|החשב הכללי|--
410|exemptions|governmentprocurementadministration|מינהל הרכש|--
410|exemptions|governmentprocurementadministration|מכרז|--
410|exemptions|governmentprocurementadministration|מכרזים|--
410|exemptions|governmentprocurementadministration|מרכבה|--
410|exemptions|governmentprocurementadministration|רכש|--
410|exemptions|governmentprocurementadministration|שינויים בתקציב|--
413|ezvonot2018|ministry_of_justice|משרד המשפטים|--
413|ezvonot2018|ministry_of_justice|עזבונות לטובת המדינה|--
414|factory|ministry_of_the_environment|איכות הסביבה|--
414|factory|ministry_of_the_environment|מפעלים|--
414|factory|ministry_of_the_environment|סביבה|--
414|factory|ministry_of_the_environment|תעשייה|--
415|fast_lane_gate|ministry_of_transport|GIS|--
415|fast_lane_gate|ministry_of_transport|חצב|--
415|fast_lane_gate|ministry_of_transport|ממג|--
415|fast_lane_gate|ministry_of_transport|נתיב מהיר|--
415|fast_lane_gate|ministry_of_transport|שערים|--
416|fast_lanes|ministry_of_transport|GIS|--
416|fast_lanes|ministry_of_transport|דרכים|--
416|fast_lanes|ministry_of_transport|ממג|--
416|fast_lanes|ministry_of_transport|נתיב מהיר|--
416|fast_lanes|ministry_of_transport|תשתית העדפה|--
419|fcs-manufacturer|ministry-health|יצרני מזון|--
419|fcs-manufacturer|ministry-health|עסקי מזון|--
419|fcs-manufacturer|ministry-health|רישיון יצרן|--
421|fieldschools|israel_mapping_center|המרכז למיפוי ישראל|--
423|fireant|ministry_of_the_environment|הגנת הסביבה|--
423|fireant|ministry_of_the_environment|המשרד להגנת הסביבה|--
423|fireant|ministry_of_the_environment|מזיקים|--
424|firefightingfees|firefightingcommission|אגרה|--
424|firefightingfees|firefightingcommission|כבאות והצלה|--
424|firefightingfees|firefightingcommission|כלכלה|--
426|firs-name|population_authority|שמות|--
426|firs-name|population_authority|שמות פרטיים|--
427|flydata|airport_authority|טיסות|--
428|foreignntz|ministry_of_exterior|משרד החוץ|--
428|foreignntz|ministry_of_exterior|נציגויות זרות|--
428|foreignntz|ministry_of_exterior|קונסוליות|--
431|fuelstationbynumber|energy_and_water|אנרגיה ומים|--
431|fuelstationbynumber|energy_and_water|תחבורה|--
431|fuelstationbynumber|energy_and_water|תחנות דלק|--
433|garbagecontainers|maaleedumim|איכות הסביבה|--
433|garbagecontainers|maaleedumim|אשפה|--
433|garbagecontainers|maaleedumim|זבל|--
433|garbagecontainers|maaleedumim|מיחזור|--
433|garbagecontainers|maaleedumim|פינוי|--
436|gemelnet|cma|אוצר וכלכלה|--
436|gemelnet|cma|גופים מוסדיים|--
436|gemelnet|cma|גמל|--
436|gemelnet|cma|דיווח חודשי|--
436|gemelnet|cma|דמי ניהול|--
436|gemelnet|cma|יתרת נכסים|--
436|gemelnet|cma|מדד|--
436|gemelnet|cma|רשות שוק ההון|--
436|gemelnet|cma|תשואה|--
437|geology_models|water_authority|water|--
437|geology_models|water_authority|גיאולוגיה|--
437|geology_models|water_authority|הידרוגיאולוגיה|--
437|geology_models|water_authority|מים|--
437|geology_models|water_authority|סטרטיגרפיה|--
437|geology_models|water_authority|רשות המים|--
437|geology_models|water_authority|תת הקרקע|--
441|gis_urban_renewal|ministry_of_housing|GIS|--
441|gis_urban_renewal|ministry_of_housing|התחדשות עירונית|--
441|gis_urban_renewal|ministry_of_housing|משרד הבינוי והשיכון|--
441|gis_urban_renewal|ministry_of_housing|פינוי בינוי|--
441|gis_urban_renewal|ministry_of_housing|תכנית מתאר|--
442|gizanut|ministry_of_justice|ממונים משרדיים למניעת גזענות|--
445|greenbuildings|ministry_of_the_environment|אנרגיה|--
445|greenbuildings|ministry_of_the_environment|בנייה ירוקה|--
445|greenbuildings|ministry_of_the_environment|הגנת הסביבה|--
445|greenbuildings|ministry_of_the_environment|סביבה|--
445|greenbuildings|ministry_of_the_environment|שטחים בנויים|--
446|greenkd|ministry_of_the_environment|גני ילדים|--
446|greenkd|ministry_of_the_environment|חינוך|--
446|greenkd|ministry_of_the_environment|סביבה|--
447|greenschools|ministry_of_the_environment|הגנת הסביבה|--
447|greenschools|ministry_of_the_environment|מוסדות חינוך|--
447|greenschools|ministry_of_the_environment|עיר ירוקה|--
448|gsa|mof|חברות ממשלתיות|--
449|hafradat-psolet|ministry_of_the_environment|סביבה|--
451|hagbalat_recall|ministry_of_transport|כלי רכב|--
451|hagbalat_recall|ministry_of_transport|משרד התחבורה|--
451|hagbalat_recall|ministry_of_transport|רכב|--
451|hagbalat_recall|ministry_of_transport|תחבורה|--
452|hakirot|ministry_of_justice|רשימת משרד חקירות|--
453|halicim_bateydin|ministry_of_justice|הליכי בתי הדין|--
453|halicim_bateydin|ministry_of_justice|משרד המשפטים|--
453|halicim_bateydin|ministry_of_justice|סמני מסחר|--
453|halicim_bateydin|ministry_of_justice|פטנטים|--
454|hasmachottoveim|ministry_of_justice|הסמכות תובעים|--
454|hasmachottoveim|ministry_of_justice|הסמכת תובעים|--
454|hasmachottoveim|ministry_of_justice|משרד המשפטים|--
454|hasmachottoveim|ministry_of_justice|תובעים|--
455|hativot-nof|ministry_of_the_environment|בעלי חיים|--
455|hativot-nof|ministry_of_the_environment|הגנת הסביבה|--
455|hativot-nof|ministry_of_the_environment|מורשת|--
455|hativot-nof|ministry_of_the_environment|נוף|--
455|hativot-nof|ministry_of_the_environment|סביבה|--
455|hativot-nof|ministry_of_the_environment|צמחיה|--
455|hativot-nof|ministry_of_the_environment|רגישות|--
455|hativot-nof|ministry_of_the_environment|שטחים פתוחים|--
456|hatkana_nekudat_igun|ministry_of_transport|כלי רכב|--
456|hatkana_nekudat_igun|ministry_of_transport|משרד התחבורה|--
456|hatkana_nekudat_igun|ministry_of_transport|רכב|--
456|hatkana_nekudat_igun|ministry_of_transport|תחבורה|--
459|heavy-truck|ministry_of_transport|כלי רכב|--
459|heavy-truck|ministry_of_transport|משרד התחבורה|--
459|heavy-truck|ministry_of_transport|רכב|--
459|heavy-truck|ministry_of_transport|תחבורה|--
461|hekdeshot|ministry_of_justice|הקדש|--
461|hekdeshot|ministry_of_justice|הקדש ציבורי|--
461|hekdeshot|ministry_of_justice|הקדשות|--
461|hekdeshot|ministry_of_justice|הקדשות ציבוריים|--
461|hekdeshot|ministry_of_justice|משרד המשפטים|--
462|helipad|ministry_of_transport|gis|--
462|helipad|ministry_of_transport|בתי חולים|--
462|helipad|ministry_of_transport|חצב|--
462|helipad|ministry_of_transport|מנחתים|--
463|highwayparkinglots|israel_mapping_center|המרכז למיפוי ישראל|--
464|hitkadmuthabnia|ministry_of_housing|שיווק ובניה|--
465|hiv|ministry-health|איידס|--
465|hiv|ministry-health|בריאות|--
465|hiv|ministry-health|בריאות ורווחה|--
465|hiv|ministry-health|משרד הבריאות|--
468|hmo-companies|social_security|בריאות ורווחה|--
468|hmo-companies|social_security|קופת חולים|--
470|hmomaaleadumim|maaleedumim|בריאות|--
470|hmomaaleadumim|maaleedumim|קופות חולים|--
470|hmomaaleadumim|maaleedumim|רופאים|--
470|hmomaaleadumim|maaleedumim|רפואה|--
470|hmomaaleadumim|maaleedumim|תרופות|--
472|hofesh|ministry_of_justice|חופש המידע|--
472|hofesh|ministry_of_justice|משרד המשפטים|--
473|hofesh_hameida|ministry_of_justice|משרד המשפטים|--
473|hofesh_hameida|ministry_of_justice|תלונות חופש המידע|--
474|hof-naki|ministry_of_the_environment|סביבה|--
475|hokrim|ministry_of_justice|חוקרים|--
476|holidaysinisrael|ministry_of_tourism|משרד התיירות|--
476|holidaysinisrael|ministry_of_tourism|תיירות|--
477|honoraryconsuls|ministry_of_exterior|משרד החוץ|--
477|honoraryconsuls|ministry_of_exterior|קונסול כבוד|--
479|hostels|ministry_of_housing|hostels|--
479|hostels|ministry_of_housing|בינוי|--
479|hostels|ministry_of_housing|בית דיור|--
479|hostels|ministry_of_housing|בתי דיור|--
479|hostels|ministry_of_housing|גיל זהב|--
479|hostels|ministry_of_housing|הוסטל|--
479|hostels|ministry_of_housing|שיכון|--
480|hotels_ranking|ministry_of_tourism|משרד התיירות|--
484|housingunits-planning-inventory|the_israel_lands_administration|דיור|--
484|housingunits-planning-inventory|the_israel_lands_administration|רשות מקרקעי ישראל|--
485|hoze_zhut|ministry_of_transport|GIS|--
485|hoze_zhut|ministry_of_transport|דרך|--
485|hoze_zhut|ministry_of_transport|זכות|--
485|hoze_zhut|ministry_of_transport|חוצה ישראל|--
485|hoze_zhut|ministry_of_transport|כביש|--
485|hoze_zhut|ministry_of_transport|ממג|--
504|hydro_station|water_authority|water|--
504|hydro_station|water_authority|הידרומטריה|--
504|hydro_station|water_authority|מים|--
504|hydro_station|water_authority|רשות המים|--
504|hydro_station|water_authority|תחנה הידרומטרית|--
507|ica-changes|ministry_of_justice|חברות|--
507|ica-changes|ministry_of_justice|משרד המשפטים|--
507|ica-changes|ministry_of_justice|שינויים|--
507|ica-changes|ministry_of_justice|שינויים בחברות|--
507|ica-changes|ministry_of_justice|שינויים בתאגידים|--
507|ica-changes|ministry_of_justice|תאגידים|--
508|ica_companies|ministry_of_justice|חברות|--
508|ica_companies|ministry_of_justice|משפטים|--
508|ica_companies|ministry_of_justice|משרד המשפטים|--
509|ica_partnerships|ministry_of_justice|משרד המשפטים|--
510|idea|ministry_of_exterior|כותרים|--
510|idea|ministry_of_exterior|משרד החוץ|--
510|idea|ministry_of_exterior|ספריה|--
511|idg-platform|socialequality|דיגיטלית|--
511|idg-platform|socialequality|המשרד|--
511|idg-platform|socialequality|השרד לשוויון חברתי|--
511|idg-platform|socialequality|חברתי|--
511|idg-platform|socialequality|ישראל|--
511|idg-platform|socialequality|ישראל דיגיטלית|--
