n|name|type|date|title|org|geo|freq|resources|tags|author|email|orgh|licID|lictitle|notes
213|a3_sp|dataset|2024-11-27|מאגר השאלות והתשובות הרשמי למבחן עיוני ייעודי לרוכבי אופניים חשמליים (A3) בשפה הספרדית|ministry_of_transport|No|NotConstant|1|3|--|bidata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|Other (Open)|פרסום 01.09.2024 שפה הספרדית
214|academic|dataset|2023-07-09|מוסדות אקדמאיים|israel_mapping_center|No|NoUpdate|1|2|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|other-open|Other (Open)|שכבת מוסדות אקדמאיים
215|accessibilityorders|dataset|2025-12-06|תיקי פיקוח חדשים עם תוצאה תקינה - נציבות שוויון זכויות לאנשים עם מוגבלות|ministry_of_justice|No|Day|2|2|--|datagov_support@justice.gov.il|משרד המשפטים|other-open|אחר (פתוח)|רשימת הפיקוחים שבהם לא נמצאו ליקויי נגישות במהלך הפיקוח. מפקחי הנציבות ביקרו במקומות המפורטים ברשימה ובדקו בהם את ביצוע ההתאמות על פי תקנות הנגישות. בבדיקה זו לא נמצאו ליקויים או שנמצאו ליקויים מעטים. הפרסום נכון ליום ביצוע הבקרה ומתייחס רק לנושאים שנבדקו.
216|accidents_municipal|dataset|2025-09-01|תאונות דרכים לפי רשות מוניציפלית|ministry_of_transport|No|NotConstant|4|5|--|geo@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|תאונות דרכים, שנחקרו על ידי המשטרה, ונאספו על ידי הלמ"ס (מאגרים: ת.ד. מורחב וכללי), בחמשת השנים האחרונות. מיפוי בכל הרמות וסכימה לפי שטח רשות מוניציפלית.
217|accid_taz|dataset|2025-09-01|תאונות דרכים לפי אזורי תנועה|ministry_of_transport|No|NotConstant|4|5|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|תאונות דרכים, שנחקרו על ידי המשטרה, ונאספו על ידי הלמ"ס (מאגר ת.ד. מורחב), בחמשת השנים האחרונות. מיפוי ברמה מדויקת וברמת מרכז אבני ק"מ וסכימה לפי אזורי תנועה מתוך המודל הארצי לתחבורה.
218|acquifer|dataset|2025-01-01|רשימת אקוויפרים|water_authority|No|Year|1|4|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|cc-by|Creative Commons Attribution|רשימת אקוויפרים
219|addresses-br7|dataset|2025-11-30|מספרי בתים ושמות הרחובות|beer-sheva|No|Quarter|16|1|--|nati@br7.org.il|עיריית באר שבע|other-open|אחר (פתוח)|סימון נקודתי של מספר הבית, שם הרחוב, וקוד רחוב מספרי של הלשכה המרכזית לסטטיסטיקה
220|afq|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון אפיקים|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
221|agg_charge_stations|dataset|2025-06-08|עמדות טעינה לרכב חשמלי|ministry_of_transport|No|NotConstant|4|6|--|geo@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|עמדוות טעינה ציבוריות לרכבים חשמליים.השכבה מכילה מידע על החברה המפעילה, כמות עמדות לפי מהירות, שם העמדה וכתובתה
222|aidtools|dataset|2023-03-21|כלי סיוע של משרד הכלכלה והתעשייה|moital|No|NotConstant|1|2|--|israel.vaks@economy.gov.il|משרד הכלכלה והתעשייה|other-open|Other (Open)|מערך כלי סיוע לתעשייה נועד לסייע לחברות הישראליות לחזק את יכולותיהן השיווקיות בשוק הבין-לאומי בעזרת מספר תכניות מימוניות ייעודיות. מטרת התכניות - לתמוך בהוצאות השיווק הבין-לאומי ולהעניק ליווי מקצועי לחברות הרוצות להשקיע בשיווק בין-לאומי, וזאת במטרה להגדיל את הייצוא.
223|aircraft_data_il|dataset|2025-08-03|נתוני כלי טיס ישראליים|ministry_of_transport|No|Month|1|3|--|bidata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|מאגר זה מכיל פרטים טכניים אודות כלי טיס ישראליים פעילים לפי תעודת כושר טיסה בתוקף. הפרסום אינו מתבסס על פנקס הרישום. הנתונים המופיעים במאגר: לאומיות, שם דגם, שם יצרן, מספר סידורי, שנת ייצור, משקל המראה.
224|airport|dataset|2024-08-01|שדות תעופה אזרחיים|ministry_of_transport|No|NotConstant|4|6|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|Other (Open)|תחומי הגבלות בניה ושימושי קרקע של שדות תעופה אזרחיים בפריסה ארצית.מקור: רשות התעופה האזרחית
225|air-stations|dataset|2024-04-01|תחנות ניטור איכות אוויר|ministry_of_the_environment|Yes|NotConstant|2|2|--|ginott@sviva.gov.il|המשרד להגנת הסביבה|||רשימת תחנות ניטור איכות אוויר בישראל. הרשימה כוללת מידע כגון שם חדש וישן של התחנה, סוג התחנה, גוף מנטר, מיקום התחנה והפרמטרים הנמדדים בה.
226|airstrip|dataset|2024-02-13|מנחתים|ministry_of_transport|No|NotConstant|5|5|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|Other (Open)|תחומי הגבלת בניה של מנחתים בפריסה ארצית
227|alhakav|dataset|2024-04-18|מרכזי שירות ומידע על-הקו|ministry_of_transport|No|Year|1|1|--|lariny@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|Other (Open)|רשימת מרכזי שירות ומידע הממוקמים ברחבי הארץ ומספקים לציבור הנוסעים בתחבורה הציבורית מגוון שירותים לכרטיס הרב-קו, הנוגעים לכלל אמצעי התחבורה הציבורית.הפורמט של הקובץ AllHakav-ChargingRavKav.xlsx מוגדר בסעיף 8 בקובץ ההסבר שבקישור: https://www.gov.il/he/departments/general/gtfs_general_transit_feed_specifications משרד התחבורה עובר לעדכון של הקובץ AllHakav-ChargingRavKav.xlsx בלבד. שני הקבצים הנוספים לא יעודכנו יותר, ובעתיד ימחקו.
228|aluyot-pituach|dataset|2025-12-01|עלויות פיתוח בבניה העירונית|ministry_of_housing|No|Month|1|2|--|datagov@moch.gov.il|משרד הבינוי והשיכון|cc-by|Creative Commons Attribution|המאגר מכיל את נתוני עלויות הפיתוח בבניה העירונית, עבור מכרזים פתוחים שעלויותיהם אושרו על ידי משרד הבינוי והשיכון, והמידע הועבר לרשות מקרקעי ישראל (רמ"י) לצורך פרסום.
229|ambrosia|dataset|2023-03-21|מוקדי אמברוסיה|ministry_of_the_environment|No|NA|1|4|--|pniot@sviva.gov.il|המשרד להגנת הסביבה|||המשרד להגנת הסביבה, משרד החקלאות, רשות הטבע והגנים, רשויות ניקוז ורשויות נחלים נערכו במשותף לבלימת המשך התפשטות האמברוסיה המכונסת. מין פולש זה גורם לנזקים לחקלאות, לבתי גידול לחים, לתשתיות, לגינות ופארקים ועלול אף לגרום לאלרגיות אצל בני האדם. בכל מקרה שנצפתה אמברוסיה מכונסת יש לדווח על כך למוקד המידע של המשרד להגנת הסביבה בטלפון: *6911
230|amount_monthly_closures_vehicles|dataset|2025-12-03|כמות כלי רכב חדשים בעלי קוד דגם העולים על הכביש בכל חודש|ministry_of_transport|No|Month|1|4|--|bidata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|מאגר זה מכיל פרטים אודות כמות כלי רכב חדשים בעלי קוד דגם שעלו על הכביש בכל חודש משנת 2018 ועד החודש הקלנדרי הקודם. המאגר מתעדכן בכל חודש עם הנתונים הבאים: סוג דגם, קוד תוצר, קוד דגם, דגם, כינוי מסחרי, שנה וחודש סגירה, כמות רכבים.
231|antennaactive|dataset|2025-12-04|אנטנות סלולריות פעילות|ministry_of_the_environment|No|Month|1|6|--|arielt@sviva.gov.il|המשרד להגנת הסביבה|||מוקדים לשידורים סלולריים פעילים של החברות: סלקום, פלאפון,  PHI.
232|antenna_hakama|dataset|2025-12-04|אנטנות סלולריות בהקמה|ministry_of_the_environment|No|NotConstant|1|6|--|arielt@sviva.gov.il|המשרד להגנת הסביבה|other-open|אחר (פתוח)|מוקדים לשידורים סלולריים בהקמה של החברות: סלקום, פלאפון, PHI. לפרטים נוספים: https://www.gov.il/he/departments/guides/radio_frequency_radiation
233|ap|dataset|2023-03-21|חשיפה לרעש משדות תעופה|ministry_of_the_environment|Yes|Year|1|1|--|ginott@sviva.gov.il|המשרד להגנת הסביבה|cc-by|Creative Commons Attribution|אזורים שונים ברחבי הארץ החשופים לרעש משדות תעופה אזרחיים וצבאיים. נתונים על כל אזור: מקור הרעש, שטח הרעש החשוף לרעש בדונמים, מפלס הרעש [מה שמכונה dB(A) Ldn] ביום ובלילה. הנתונים נכונים ל 2019
234|applying-to-social-services-departments|dataset|2023-08-07|מאגר נתוני יסוד|ministry_of_social_affairs|No|Year|14|1|--|apiautomolsa@molsa.gov.il|משרד הרווחה והביטחון החברתי|other-open|Other (Open)|המאגר מכיל מידע על מקבלי השירות במחלקות לשירותים חברתיים ברשויות המקומיות.במידע כלולים נתוני רקע על המשפחה ועל הטיפול בה (ברמת "התיק") וכן נתונים על כל פרט במשפחה.ביניהם נתונים דמוגרפים וחברתיים-כללים, נזקקויות (הסיבות שבגללן יש צורך בסיוע והתערבות), מצב בריאות, תעסוקה, ארץ לידה, תאריך עליה ועוד.
235|approved-items-by-personal-import|dataset|2025-10-26|ציוד אלחוטי - פריטים ביבוא אישי שקיבלו אישור ממשרד התקשורת|tikshoret|No|Quarter|2|6|--|baskisy@moc.gov.il|משרד התקשורת|cc-by|Creative Commons Attribution|רשימת פריטים שקיבלו אישור מיוחד  מממשרד התקשורת. הרשימה המחייבת של מכשירים אלחוטיים המותרים בייבוא אישי קבועה בחקיקה. הרשימה המפורטת באתר היא אינה הרשימה המחייבת.
236|aquifer_level_history|dataset|2023-03-21|מפלס מי תהום היסטורי|water_authority|No|NoUpdate|1|6|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|Other (Open)|שכבת מפלסי מי תהום באקוויפר החוף שנמדדו בשנת 1933. מפלסים אלו מייצגים את המפלסים ההיסטוריים טרם ירידת המפלסים בעקבות הפקת מים.
237|aquifer-sensitivity|dataset|2023-03-21|אזורי סכנה למקורות מים מזיהום דלק|ministry_of_the_environment|No|NA|1|5|--|TanyaT@sviva.gov.il|המשרד להגנת הסביבה|||אזורי סכנה למקורות מים מזיהום דלק
238|ararim|dataset|2025-12-05|מאגר החלטות בית הדין לעררים|ministry_of_justice|No|Day|2|2|--|datagov_support@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|המאגר מכיל החלטות של בתי הדין לעררים
239|arb|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון ארבל|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
240|archivesfreedomofinformationforzover|dataset|2023-03-21|מאגר חופש המידע (ארכיון)|ministry_of_the_environment|No|NoUpdate|1|1|--|baruchb@sviva.gov.il|המשרד להגנת הסביבה|other-open|Other (Open)|מאגר זה מכיל נתונים היסטוריים של נושאים סביבתיים, בדגש על חומרים שנפלטו, נשפכו וסולקו לסביבה, וכן תוצאות של מדידות רעש, ריח וקרינה שלא ברשות היחיד. המידע המפורסם בחלקו מעובד ובחלקו גולמי.
241|archivespermissiontostreamforzover|dataset|2023-03-21|מאגר צווי הרשאה להזרמה לנחלים (ארכיון)|ministry_of_the_environment|No|NoUpdate|1|2|--|baruchb@sviva.gov.il|המשרד להגנת הסביבה|other-open|Other (Open)|מאגר זה מכיל נתונים היסטוריים (עד 2018). הנתונים העדכניים שמורים במאגר המידע מאגר צווי הרשאה להזרמה לנחלים
242|archivespermitflowingtoseaforzover-csv|dataset|2023-03-21|מאגר היתרי הזרמה הטלה לים (ארכיון)|ministry_of_the_environment|No|NoUpdate|1|1|--|baruchb@sviva.gov.il|המשרד להגנת הסביבה|other-open|Other (Open)|מאגר זה מכיל נתונים היסטוריים של ההיתרים הניתנים על ידי הוועדה למתן היתרי הזרמה לים בראשות המשרד להגנת הסביבה - היתרים בתוקף והיתרים ישנים.
243|archives-yco|dataset|2023-03-21|ארכיון פרשת ילדי תימן ואחרים|archives|No|NA|4|5|--|ronit@archives.gov.il|ארכיון המדינה|||פרסום זה מציג את רשימת הנעדרים, שעניינם נחקר לאורך השנים, בשלוש ועדות חקירה. בקובץ קישורים לדוחות המלאים של ועדות החקירה  וקישורים לאתר ארכיון המדינה לחיפוש תיקים ומסמכים בעניינו של כל נחקר. בנוסף, לכל נחקר הוספנו קישור פרטני לממצאי כל ועדה שעניינו של הילד נחקר בה.
244|ard|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון ערד|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
245|area_authority|dataset|2025-07-28|רשות תמרור מתחמים|ministry_of_transport|No|NotConstant|4|0|--|geo@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|השכבה מציגה מתחמים אשר סמכות רשות התמרור המקומית בהם הואצלה על ידי המפקח הארצי על התעבורה לגוף שונה מהרשות המוניציפאלית שבתחומה נמצא המתחם
246|arl|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון אריאל|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
247|arrivaltostationdayandhours|dataset|2025-03-05|מאגר זמני הגעה לתחנה VM ברמת יום ושעה|ministry_of_transport|No|Month|4|4|--|bidata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|Other (Open)|המאגר מציג את ממוצע זמני ההגעה וסטיית התקן בדק' לכל תחנה קו כיוון וחלופה, מהתחנה הראשונה לפי  יום ושעת יציאת הרכב המתוכננת ברישוי בחודש. הנתונים המוצגים הינם ממוצעים חודשיים של זמני ההגעה המשוערים של קווי השירות באוטובוסים לתחנות הביניים במסלול הנסיעה של הקו, וחושבו בהסתמך על נתונים חיצוניים המתקבלים על בסיס מערכות האיכון ובהתחשב במקורות חיצוניים נוספים כגון מאפייני הדרך והנסיעה.משרד התחבורה אינו חב באחריות כלשהי ביחס למידע זה, לרבות תקינותו, דיוקו או שלמותו, והסתמכות על המידע הינה באחריות עושה השימוש במידע בלבד. המשרד לא יישא באחריות כלשהי בגין כל נזק מכל מין וסוג שהוא, ככל שייגרם, במישרין או בעקיפין, כתוצאה משימוש במידע או הסתמכות עליו.
248|arrivaltostationhours|dataset|2025-03-05|זמני הגעה לתחנה VM ברמת שעה|ministry_of_transport|No|Month|4|4|--|bidata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|Other (Open)|המאגר מציג את ממוצע זמני ההגעה וסטיית התקן בדק' לכל תחנה קו כיוון וחלופה, מהתחנה הראשונה לפי שעת יציאת הרכב המתוכננת ברישוי בחודש. הנתונים המוצגים הינם ממוצעים חודשיים של זמני ההגעה המשוערים של קווי השירות באוטובוסים לתחנות הביניים במסלול הנסיעה של הקו, וחושבו בהסתמך על נתונים חיצוניים המתקבלים על בסיס מערכות האיכון ובהתחשב במקורות חיצוניים נוספים כגון מאפייני הדרך והנסיעה.משרד התחבורה אינו חב באחריות כלשהי ביחס למידע זה, לרבות תקינותו, דיוקו או שלמותו, והסתמכות על המידע הינה באחריות עושה השימוש במידע בלבד. המשרד לא יישא באחריות כלשהי בגין כל נזק מכל מין וסוג שהוא, ככל שייגרם, במישרין או בעקיפין, כתוצאה משימוש במידע או הסתמכות עליו.
249|asbest|dataset|2025-12-04|מרשם העוסקים באסבסט|ministry_of_the_environment|No|Times in day|1|6|--|arielt@sviva.gov.il|המשרד להגנת הסביבה|other-open|אחר (פתוח)|מאגר מידע המכיל פרטים של בעלי רישיונות אשר עוסקים בתחום האסבסט. במאגר תוכלו למצוא את פרטיהם של קבלנים, מפקחים, סוקרים ועובדים אחראים בתחום האסבסט.ניתן לשלוף גם באתר המשרד להגנת הסביבה:https://www.gov.il/he/Departments/DynamicCollectors/asbest_list
250|asbestos-lab|dataset|2025-11-26|מעבדות אסבסט|ministry_of_the_environment|No|NoUpdate|1|1|--|RachelEy@sviva.gov.il|המשרד להגנת הסביבה|other-open|אחר (פתוח)|רשימת מעבדות שמטפלות באסבסט
251|asbestoslandfills|dataset|2025-11-11|מטמנות אסבסט|ministry_of_the_environment|No|NotConstant|1|2|--|RachelEy@sviva.gov.il|המשרד להגנת הסביבה|other-open|אחר (פתוח)|מאגר המכיל מיקום ופרטי התקשרות של מטמנות אסבסט במדינת ישראל
252|asbest-permit-03-2016|dataset|2023-03-21|היתרים לעבודות אסבסט|ministry_of_the_environment|No|NA|1|4|--|alexey@sviva.gov.il|המשרד להגנת הסביבה|||המאגר מכיל בקשות להיתרים עבור עבודות אסבסט מרבעון שני של 2015 ועד רבעון ראשון של 2016 כולל. המאגר מכיל איזור בו יבוצעו העבודות, סוג האסבסט הנמצא וכמויות האסבסט אשר יפונו.
253|asbestsamplinganalysis|dataset|2024-08-20|מרשם מעבדות דיגום ואנליזה אסבסט|ministry_of_the_environment|No|NotConstant|1|5|--|chayg@sviva.gov.il|המשרד להגנת הסביבה|||מרשם מעבדות אנליזה ופרטיהן, מעבדות דוגמות ופרטיהן, דוגמי אסבסט והכרה במעבדות חוץ (לפי סעיף 33 בחוק למניעת מפגעי אסבסט ואבק מזיק, התשע"א-2011).1. מעבדות המבצעות דגימות אוויר לבדיקת נוכחות סיבי אסבסט.2. מעבדות המבצעות אנליזה באמצעות מיקרוסקופ לבדיקת ריכוז סיבי האסבסט מדגימת אוויר שניטלה על ידי הדוגם באתר העבודה.3. דוגמיםהמידע מצוי גם באתר המשרד להגנת הסביבה :https://www.gov.il/he/Departments/Guides/find_licensed_asbestos_workers
254|asbest-waste-sites|dataset|2023-03-21|אתרי פסולת אסבסט|ministry_of_the_environment|No|NotConstant|1|5|--|arielt@sviva.gov.il|המשרד להגנת הסביבה|||מאגר זה מכיל את כלל אתרי הפסולת בעלי רישיון לעבוד עם אסבסט. המאגר כולל את פרטי אתר הפסולת, סוג האסבסט בו מטפל ותוקף הרישיון.לפי סעיף 33 בחוק למניעת מפגעי אסבסט ואבק מזיק, התשע"א-2011.
255|asd|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון אשדוד|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
256|ashdod_metro_bus|dataset|2025-09-30|אשדוד מטרו בס|ministry_of_transport|No|NotConstant|4|6|--|geo@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|קווי מערכת אוטובוסים מהירה באשדוד
257|asq|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון אשקלון|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
258|assb122019|dataset|2023-03-21|תקציב מול ביצוע ברוטו, כולל מפעלים עסקיים לשנת 2019|mof|No|NA|1|1|--|pniot@mof.gov.il|משרד האוצר|other-open|Other (Open)|קובץ האקסל המצורף הופק מהמערכות התפעוליות ומהווה תמונת מצב לנתוני התקציב וביצועו בשנת 2019 ברמת פירוט של תקנה תקציבית.
259|assb32018|dataset|2023-03-21|ביצוע תקציב על שינוייו מרץ 2018 לא מבוקר|mof|No|NA|1|1|--|pniot@mof.gov.il|משרד האוצר|||ביצוע תקציב על שינוייו מרץ 2018 לא מבוקר. דוח זה הופק מתוך המערכת התפעולית ומהווה תמונת מצב חלקית בלבד ואין להסיק ממנו מסקנות לענין הביצוע התקציבי בתכנית זו או אחרת לגבי שנת 2018.
260|assb32019|dataset|2023-03-21|ביצוע תקציב על שינוייו מרץ 2019 לא מבוקר|mof|No|NA|1|1|--|pniot@mof.gov.il|משרד האוצר|cc-by|Creative Commons Attribution|דוח זה הופק מתוך המערכות התפעוליות ומהווה תמונת מצב חלקית בלבד ואין להסיק ממנו מסקנות לעניין הביצוע התקציבי בתכנית זו או אחרת לגבי שנת 2019.
261|assb32020|dataset|2023-03-21|ביצוע תקציב על שינוייו  31 במרץ 2020 -  לא מבוקר|mof|No|NA|1|1|--|pniot@mof.gov.il|משרד האוצר|other-open|Other (Open)|דוח זה הופק מתוך המערכות התפעוליות ומהווה תמונת מצב חלקית בלבד ואין להסיק ממנו מסקנות לעניין הביצוע התקציבי בתכנית זו או אחרת לגבי שנת 2020.
262|assb62017|dataset|2023-03-21|ביצוע תקציב על שינוייו יוני 2017 לא מבוקר|mof|No|NA|1|1|--|pniot@mof.gov.il|משרד האוצר|||ביצוע תקציב על שינוייו יוני 2017 לא מבוקר. דוח זה הופק מתוך המערכות התפעוליות ומהווה תמונת מצב חלקית בלבד ואין להסיק ממנו מסקנות לעניין הביצוע התקציבי בתכנית זו או אחרת לגבי שנת 2017.
263|assb62018|dataset|2023-03-21|ביצוע תקציב על שינוייו יוני 2018 לא מבוקר|mof|No|NA|1|1|--|pniot@mof.gov.il|משרד האוצר|cc-by|Creative Commons Attribution|ביצוע תקציב על שינוייו יוני 2018 לא מבוקר. דוח זה הופק מתוך המערכות התפעוליות ומהווה תמונת מצב חלקית בלבד ואין להסיק ממנו מסקנות לעניין הביצוע התקציבי בתכנית זו או אחרת לגבי שנת 2018
264|assb62020|dataset|2023-03-21|אומדן ביצוע תקציב על שינוייו  30 ביוני 2020 -  לא מבוקר|mof|No|NA|1|1|--|pniot@mof.gov.il|משרד האוצר|other-open|Other (Open)|דוח זה הופק מתוך המערכות התפעוליות ומהווה תמונת מצב חלקית בלבד ואין להסיק ממנו מסקנות לעניין הביצוע התקציבי בתכנית זו או אחרת לגבי שנת 2020.
265|assb92017|dataset|2023-03-21|ביצוע תקציב על שינוייו ספטמבר 2017 לא מבוקר|mof|No|NA|1|1|--|pniot@mof.gov.il|משרד האוצר|||ביצוע תקציב על שינוייו ספטמבר 2017 לא מבוקר. דוח זה הופק מתוך המערכות התפעוליות ומהווה תמונת מצב חלקית בלבד ואין להסיק ממנו מסקנות לעניין הביצוע התקציבי בתכנית זו או אחרת לגבי שנת 2017
266|assb92018|dataset|2023-03-21|ביצוע תקציב על שינוייו ספטמבר 2018 לא מבוקר|mof|No|NA|1|1|--|pniot@mof.gov.il|משרד האוצר|cc-by|Creative Commons Attribution|ביצוע תקציב על שינוייו ספטמבר 2018 לא מבוקר. דוח זה הופק מתוך המערכות התפעוליות ומהווה תמונת מצב חלקית בלבד ואין להסיק ממנו מסקנות לעניין הביצוע התקציבי בתכנית זו או אחרת לגבי שנת 2018
267|assb92019|dataset|2023-03-21|ביצוע תקציב על שינוייו ספטמבר 2019 לא מבוקר|mof|No|NA|1|1|--|shimritl@cio.gov.il|משרד האוצר|cc-by|Creative Commons Attribution|ביצוע תקציב על שינוייו ספטמבר 2019 לא מבוקר. דוח זה הופק מתוך המערכות התפעוליות ומהווה תמונת מצב חלקית בלבד ואין להסיק ממנו מסקנות לעניין הביצוע התקציבי בתכנית זו או אחרת לגבי שנת 2019
268|assb92020|dataset|2023-03-21|אומדן ביצוע ליום 30 בספטמבר 2020 לא מבוקר|mof|No|NA|1|1|--|pniot@mof.gov.il|משרד האוצר|other-open|Other (Open)|דוח זה הופק מתוך המערכות התפעוליות ומהווה תמונת מצב חלקית בלבד ואין להסיק ממנו מסקנות לעניין הביצוע התקציבי בתכנית זו או אחרת לגבי שנת 2020.
269|assistance-and-intervention|dataset|2025-07-02|תיק התערבות|ministry_of_social_affairs|No|Year|5|2|--|apiautomolsa@molsa.gov.il|משרד הרווחה והביטחון החברתי|other-open|Other (Open)|מאגר נתונים מתוך מערכת תיק ההתערבות, המחליף את מאגר נתוני יסוד החל מינואר 2021.המאגר מכיל מידע על מקבלי השירות במחלקות לשירותים חברתיים ברשויות המקומיות.במידע כלולים נתוני רקע על המשפחה ועל הטיפול בה (ברמת "התיק") וכן נתונים על כל פרט במשפחה. כולל נתונים דמוגרפים וחברתיים-כלכליים (נזקקויות), הסיבות שבגללן קיים צורך בסיוע והתערבות (מצב בריאות, תעסוקה, ארץ לידה, תאריך עליה ועוד).
270|atarim-leumim|dataset|2023-03-21|אתרים לאומיים|ministry_of_the_environment|No|NA|1|1|--|TanyaT@sviva.gov.il|המשרד להגנת הסביבה|||אתרים שהוכרזו על ידי המדינה כ"אתרים בעלי חשיבות לאומית היסטורית להתפתחות הישוב בארץ".
271|atirot|dataset|2023-03-21|היחידה לחופש המידע - מאגר עתירות|ministry_of_justice|No|NotConstant|2|0|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|Other (Open)|קובץ הכולל את כל עתירות חופש המידע שהוגשו לבתי המשפט המחוזיים בנושא חופש המידע בשנת 2021 לרבות מספר הליך, שם המשיב ועילת העתירה.
272|atl|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון עתלית|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
273|audit-cities|dataset|2023-05-24|דוחות כספיים מבוקרים עיריות|interior_affairs|No|Year|9|4|--|berouria@moin.gov.il|משרד הפנים|other-open|Other (Open)|דוחות כספיים מבוקרים של הרשויות המקומיות (עיריות) המבוצעים על-ידי אגף בכיר לביקורת ברשויות - משרד הפנים.
274|automated-devices|dataset|2025-12-05|מכשירים אוטומטיים|bank_israel|No|Day|2|4|--|support@boi.gov.il|בנק ישראל|other-open|אחר (פתוח)|המידע מוצג ככלי עזר לציבור, והאחריות לתוקפו על התאגידים הבנקאיים בלבד
275|average-salary|dataset|2023-03-21|שכר ממוצע במשק|social_security|No|NA|1|3|--|cochava@nioi.gov.il|המוסד לביטוח לאומי|||שכר ממוצע לפי סעיפים 1 ו-2 מאז שנת 1973 ועד היום
276|avian-influenza-events|dataset|2025-01-23|אירועי שפעת העופות|ministry_of_agriculture|No|NotConstant|1|1|--|netaor@moag.gov.il|משרד החקלאות ובטחון המזון|other-open|Other (Open)|מאגר זה מציג נתונים על מקרי שפעת העופות בישראל
277|ayalontrafficcounts|dataset|2023-03-21|ספירות תנועה תקופתיות בדרך 20 (נתיבי איילון)|ministry_of_transport|Yes|Year|4|2|--|geo@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|ספירות התנועה מודדות את סה"כ היקף התנועה ברמפות ובדרך העיקרית בדרך מס' 20 - נתיבי איילון.   הספירות מתבצעות באופן תקופתי במשך שבוע ימים לכל כיוון, בהפרדה לפי רבעי שעה. ספירות תנועה במתכונת זו בוצעו ב-2019, וב-2021.  הספירות מועברות ללמ"ס, כדי שיכללו בסל ספירות התנועה לאומי.
